event,step,episodes,episode_steps,episode_score,death_reason,avg_score,avg_loss,best_score,replay_size,eval_score,eval_score_median,eval_score_max,eval_reward,eval_death_self,eval_death_wall,eval_death_timeout,best_eval
episode,676,91,15,0,wall,,,2,676,,,,,,,,
episode,677,92,1,0,self,,,2,677,,,,,,,,
episode,678,93,1,0,wall,,,2,678,,,,,,,,
episode,683,94,5,0,wall,,,2,683,,,,,,,,
episode,686,95,3,0,wall,,,2,686,,,,,,,,
episode,688,96,2,0,wall,,,2,688,,,,,,,,
episode,690,97,2,0,self,,,2,690,,,,,,,,
episode,691,98,1,0,wall,,,2,691,,,,,,,,
episode,693,99,2,0,wall,,,2,693,,,,,,,,
episode,697,100,4,0,wall,,,2,697,,,,,,,,
episode,700,101,3,1,self,,,2,700,,,,,,,,
episode,701,102,1,0,self,,,2,701,,,,,,,,
episode,706,103,5,0,wall,,,2,706,,,,,,,,
episode,715,104,9,0,wall,,,2,715,,,,,,,,
episode,719,105,4,1,self,,,2,719,,,,,,,,
episode,724,106,5,0,self,,,2,724,,,,,,,,
episode,729,107,5,0,wall,,,2,729,,,,,,,,
episode,735,108,6,0,self,,,2,735,,,,,,,,
episode,740,109,5,0,wall,,,2,740,,,,,,,,
episode,743,110,3,0,self,,,2,743,,,,,,,,
episode,747,111,4,0,self,,,2,747,,,,,,,,
episode,748,112,1,0,wall,,,2,748,,,,,,,,
episode,753,113,5,0,self,,,2,753,,,,,,,,
episode,787,114,34,0,wall,,,2,787,,,,,,,,
episode,788,115,1,0,wall,,,2,788,,,,,,,,
episode,797,116,9,0,self,,,2,797,,,,,,,,
episode,804,117,7,0,self,,,2,804,,,,,,,,
episode,811,118,7,0,self,,,2,811,,,,,,,,
episode,813,119,2,0,self,,,2,813,,,,,,,,
episode,825,120,12,0,wall,,,2,825,,,,,,,,
episode,828,121,3,0,wall,,,2,828,,,,,,,,
episode,830,122,2,0,self,,,2,830,,,,,,,,
episode,838,123,8,1,self,,,2,838,,,,,,,,
episode,842,124,4,0,self,,,2,842,,,,,,,,
episode,873,125,31,0,wall,,,2,873,,,,,,,,
episode,901,126,28,0,wall,,,2,901,,,,,,,,
episode,919,127,18,0,wall,,,2,919,,,,,,,,
episode,925,128,6,0,self,,,2,925,,,,,,,,
episode,959,129,34,0,wall,,,2,959,,,,,,,,
episode,960,130,1,0,wall,,,2,960,,,,,,,,
episode,971,131,11,0,wall,,,2,971,,,,,,,,
episode,973,132,2,0,wall,,,2,973,,,,,,,,
episode,974,133,1,0,wall,,,2,974,,,,,,,,
episode,975,134,1,0,self,,,2,975,,,,,,,,
episode,980,135,5,0,wall,,,2,980,,,,,,,,
episode,987,136,7,0,self,,,2,987,,,,,,,,
episode,1000,137,13,0,wall,,,2,1000,,,,,,,,
episode,1004,138,4,0,self,,,2,1004,,,,,,,,
episode,1007,139,3,0,self,,,2,1007,,,,,,,,
episode,1008,140,1,0,wall,,,2,1008,,,,,,,,
episode,1013,141,5,0,wall,,,2,1013,,,,,,,,
episode,1016,142,3,0,self,,,2,1016,,,,,,,,
episode,1022,143,6,0,wall,,,2,1022,,,,,,,,
episode,1023,144,1,0,wall,,,2,1023,,,,,,,,
episode,1027,145,4,0,self,,,2,1027,,,,,,,,
episode,1064,146,37,1,wall,,,2,1064,,,,,,,,
episode,1071,147,7,0,self,,,2,1071,,,,,,,,
episode,1075,148,4,0,wall,,,2,1075,,,,,,,,
episode,1078,149,3,1,self,,,2,1078,,,,,,,,
episode,1082,150,4,0,self,,,2,1082,,,,,,,,
episode,1083,151,1,0,wall,,,2,1083,,,,,,,,
episode,1086,152,3,0,self,,,2,1086,,,,,,,,
episode,1097,153,11,0,self,,,2,1097,,,,,,,,
episode,1102,154,5,0,self,,,2,1102,,,,,,,,
episode,1107,155,5,0,wall,,,2,1107,,,,,,,,
episode,1110,156,3,0,wall,,,2,1110,,,,,,,,
episode,1111,157,1,0,self,,,2,1111,,,,,,,,
episode,1117,158,6,0,wall,,,2,1117,,,,,,,,
episode,1119,159,2,0,wall,,,2,1119,,,,,,,,
episode,1125,160,6,0,self,,,2,1125,,,,,,,,
episode,1162,161,37,1,wall,,,2,1162,,,,,,,,
episode,1166,162,4,0,wall,,,2,1166,,,,,,,,
episode,1178,163,12,0,self,,,2,1178,,,,,,,,
episode,1179,164,1,0,wall,,,2,1179,,,,,,,,
episode,1186,165,7,1,self,,,2,1186,,,,,,,,
episode,1195,166,9,0,wall,,,2,1195,,,,,,,,
episode,1206,167,11,0,wall,,,2,1206,,,,,,,,
episode,1219,168,13,0,wall,,,2,1219,,,,,,,,
episode,1220,169,1,0,wall,,,2,1220,,,,,,,,
episode,1231,170,11,0,wall,,,2,1231,,,,,,,,
episode,1241,171,10,0,self,,,2,1241,,,,,,,,
episode,1257,172,16,0,self,,,2,1257,,,,,,,,
episode,1258,173,1,0,self,,,2,1258,,,,,,,,
episode,1260,174,2,0,wall,,,2,1260,,,,,,,,
episode,1263,175,3,0,self,,,2,1263,,,,,,,,
episode,1277,176,14,0,wall,,,2,1277,,,,,,,,
episode,1279,177,2,0,self,,,2,1279,,,,,,,,
episode,1282,178,3,0,wall,,,2,1282,,,,,,,,
episode,1289,179,7,0,wall,,,2,1289,,,,,,,,
episode,1294,180,5,0,self,,,2,1294,,,,,,,,
episode,1300,181,6,0,self,,,2,1300,,,,,,,,
episode,1305,182,5,0,wall,,,2,1305,,,,,,,,
episode,1314,183,9,0,self,,,2,1314,,,,,,,,
episode,1318,184,4,0,wall,,,2,1318,,,,,,,,
episode,1324,185,6,0,wall,,,2,1324,,,,,,,,
episode,1344,186,20,0,wall,,,2,1344,,,,,,,,
episode,1347,187,3,0,self,,,2,1347,,,,,,,,
episode,1352,188,5,0,wall,,,2,1352,,,,,,,,
episode,1354,189,2,0,self,,,2,1354,,,,,,,,
episode,1356,190,2,0,wall,,,2,1356,,,,,,,,
episode,1360,191,4,0,wall,,,2,1360,,,,,,,,
episode,1364,192,4,0,wall,,,2,1364,,,,,,,,
episode,1375,193,11,0,self,,,2,1375,,,,,,,,
episode,1380,194,5,0,wall,,,2,1380,,,,,,,,
episode,1385,195,5,0,self,,,2,1385,,,,,,,,
episode,1389,196,4,0,wall,,,2,1389,,,,,,,,
episode,1393,197,4,0,self,,,2,1393,,,,,,,,
episode,1401,198,8,0,self,,,2,1401,,,,,,,,
episode,1426,199,25,0,wall,,,2,1426,,,,,,,,
episode,1441,200,15,0,wall,,,2,1441,,,,,,,,
episode,1442,201,1,0,wall,,,2,1442,,,,,,,,
episode,1444,202,2,0,self,,,2,1444,,,,,,,,
episode,1454,203,10,0,self,,,2,1454,,,,,,,,
episode,1466,204,12,1,self,,,2,1466,,,,,,,,
episode,1467,205,1,0,wall,,,2,1467,,,,,,,,
episode,1478,206,11,0,self,,,2,1478,,,,,,,,
episode,1483,207,5,0,wall,,,2,1483,,,,,,,,
episode,1486,208,3,0,self,,,2,1486,,,,,,,,
episode,1490,209,4,0,wall,,,2,1490,,,,,,,,
episode,1493,210,3,0,self,,,2,1493,,,,,,,,
episode,1499,211,6,0,wall,,,2,1499,,,,,,,,
episode,1500,212,1,0,self,,,2,1500,,,,,,,,
episode,1506,213,6,0,wall,,,2,1506,,,,,,,,
episode,1508,214,2,0,wall,,,2,1508,,,,,,,,
episode,1510,215,2,0,wall,,,2,1510,,,,,,,,
episode,1519,216,9,0,self,,,2,1519,,,,,,,,
episode,1521,217,2,0,self,,,2,1521,,,,,,,,
episode,1528,218,7,0,self,,,2,1528,,,,,,,,
episode,1532,219,4,0,wall,,,2,1532,,,,,,,,
episode,1536,220,4,0,self,,,2,1536,,,,,,,,
episode,1549,221,13,0,self,,,2,1549,,,,,,,,
episode,1550,222,1,0,self,,,2,1550,,,,,,,,
episode,1557,223,7,0,self,,,2,1557,,,,,,,,
episode,1570,224,13,0,wall,,,2,1570,,,,,,,,
episode,1574,225,4,0,self,,,2,1574,,,,,,,,
episode,1582,226,8,0,wall,,,2,1582,,,,,,,,
episode,1584,227,2,0,wall,,,2,1584,,,,,,,,
episode,1604,228,20,0,wall,,,2,1604,,,,,,,,
episode,1606,229,2,0,self,,,2,1606,,,,,,,,
episode,1615,230,9,0,self,,,2,1615,,,,,,,,
episode,1618,231,3,0,wall,,,2,1618,,,,,,,,
episode,1622,232,4,0,wall,,,2,1622,,,,,,,,
episode,1623,233,1,0,wall,,,2,1623,,,,,,,,
episode,1627,234,4,0,wall,,,2,1627,,,,,,,,
episode,1634,235,7,0,wall,,,2,1634,,,,,,,,
episode,1643,236,9,0,self,,,2,1643,,,,,,,,
episode,1654,237,11,0,wall,,,2,1654,,,,,,,,
episode,1669,238,15,1,self,,,2,1669,,,,,,,,
episode,1671,239,2,0,self,,,2,1671,,,,,,,,
episode,1676,240,5,0,self,,,2,1676,,,,,,,,
episode,1684,241,8,0,wall,,,2,1684,,,,,,,,
episode,1686,242,2,0,self,,,2,1686,,,,,,,,
episode,1695,243,9,0,wall,,,2,1695,,,,,,,,
episode,1697,244,2,0,self,,,2,1697,,,,,,,,
episode,1703,245,6,0,self,,,2,1703,,,,,,,,
episode,1705,246,2,0,self,,,2,1705,,,,,,,,
episode,1708,247,3,0,wall,,,2,1708,,,,,,,,
episode,1709,248,1,0,wall,,,2,1709,,,,,,,,
episode,1716,249,7,1,self,,,2,1716,,,,,,,,
episode,1720,250,4,0,self,,,2,1720,,,,,,,,
episode,1725,251,5,0,wall,,,2,1725,,,,,,,,
episode,1730,252,5,0,self,,,2,1730,,,,,,,,
episode,1738,253,8,0,wall,,,2,1738,,,,,,,,
episode,1749,254,11,0,self,,,2,1749,,,,,,,,
episode,1755,255,6,0,self,,,2,1755,,,,,,,,
episode,1764,256,9,0,wall,,,2,1764,,,,,,,,
episode,1797,257,33,0,wall,,,2,1797,,,,,,,,
episode,1804,258,7,0,self,,,2,1804,,,,,,,,
episode,1818,259,14,0,wall,,,2,1818,,,,,,,,
episode,1821,260,3,0,self,,,2,1821,,,,,,,,
episode,1828,261,7,0,self,,,2,1828,,,,,,,,
episode,1831,262,3,1,wall,,,2,1831,,,,,,,,
episode,1846,263,15,0,wall,,,2,1846,,,,,,,,
episode,1852,264,6,0,self,,,2,1852,,,,,,,,
episode,1859,265,7,1,wall,,,2,1859,,,,,,,,
episode,1870,266,11,0,self,,,2,1870,,,,,,,,
episode,1887,267,17,0,wall,,,2,1887,,,,,,,,
episode,1888,268,1,0,self,,,2,1888,,,,,,,,
episode,1891,269,3,0,wall,,,2,1891,,,,,,,,
episode,1899,270,8,0,wall,,,2,1899,,,,,,,,
episode,1912,271,13,0,wall,,,2,1912,,,,,,,,
episode,1913,272,1,0,wall,,,2,1913,,,,,,,,
episode,1914,273,1,0,wall,,,2,1914,,,,,,,,
episode,1926,274,12,0,wall,,,2,1926,,,,,,,,
episode,1948,275,22,1,self,,,2,1948,,,,,,,,
episode,1955,276,7,0,self,,,2,1955,,,,,,,,
episode,1957,277,2,0,self,,,2,1957,,,,,,,,
episode,1959,278,2,0,self,,,2,1959,,,,,,,,
episode,1965,279,6,0,wall,,,2,1965,,,,,,,,
episode,1966,280,1,0,wall,,,2,1966,,,,,,,,
episode,1981,281,15,1,self,,,2,1981,,,,,,,,
episode,1984,282,3,0,wall,,,2,1984,,,,,,,,
episode,1994,283,10,0,wall,,,2,1994,,,,,,,,
episode,2000,284,6,0,self,,,2,2000,,,,,,,,
train,2000,284,,,,0.07,0.0,2,2000,,,,,,,,
episode,2008,285,8,0,self,,,2,2008,,,,,,,,
episode,2034,286,26,0,wall,,,2,2034,,,,,,,,
episode,2037,287,3,0,wall,,,2,2037,,,,,,,,
episode,2047,288,10,0,self,,,2,2047,,,,,,,,
episode,2048,289,1,0,wall,,,2,2048,,,,,,,,
episode,2051,290,3,0,wall,,,2,2051,,,,,,,,
episode,2056,291,5,0,self,,,2,2056,,,,,,,,
episode,2063,292,7,0,wall,,,2,2063,,,,,,,,
episode,2070,293,7,0,wall,,,2,2070,,,,,,,,
episode,2085,294,15,0,self,,,2,2085,,,,,,,,
episode,2097,295,12,0,wall,,,2,2097,,,,,,,,
episode,2106,296,9,0,self,,,2,2106,,,,,,,,
episode,2112,297,6,0,self,,,2,2112,,,,,,,,
episode,2117,298,5,0,wall,,,2,2117,,,,,,,,
episode,2121,299,4,0,wall,,,2,2121,,,,,,,,
episode,2125,300,4,0,wall,,,2,2125,,,,,,,,
episode,2131,301,6,0,self,,,2,2131,,,,,,,,
episode,2136,302,5,0,self,,,2,2136,,,,,,,,
episode,2137,303,1,0,wall,,,2,2137,,,,,,,,
episode,2140,304,3,0,wall,,,2,2140,,,,,,,,
episode,2151,305,11,0,self,,,2,2151,,,,,,,,
episode,2154,306,3,0,self,,,2,2154,,,,,,,,
episode,2157,307,3,0,self,,,2,2157,,,,,,,,
episode,2176,308,19,0,wall,,,2,2176,,,,,,,,
episode,2182,309,6,0,self,,,2,2182,,,,,,,,
episode,2210,310,28,1,self,,,2,2210,,,,,,,,
episode,2227,311,17,0,wall,,,2,2227,,,,,,,,
episode,2231,312,4,0,self,,,2,2231,,,,,,,,
episode,2260,313,29,0,wall,,,2,2260,,,,,,,,
episode,2289,314,29,0,wall,,,2,2289,,,,,,,,
episode,2293,315,4,0,self,,,2,2293,,,,,,,,
episode,2316,316,23,0,wall,,,2,2316,,,,,,,,
episode,2351,317,35,0,wall,,,2,2351,,,,,,,,
episode,2364,318,13,0,self,,,2,2364,,,,,,,,
episode,2366,319,2,0,wall,,,2,2366,,,,,,,,
episode,2400,320,34,1,self,,,2,2400,,,,,,,,
episode,2402,321,2,0,self,,,2,2402,,,,,,,,
episode,2403,322,1,0,wall,,,2,2403,,,,,,,,
episode,2410,323,7,0,self,,,2,2410,,,,,,,,
episode,2417,324,7,0,self,,,2,2417,,,,,,,,
episode,2422,325,5,0,self,,,2,2422,,,,,,,,
episode,2432,326,10,0,wall,,,2,2432,,,,,,,,
episode,2438,327,6,0,self,,,2,2438,,,,,,,,
episode,2442,328,4,0,wall,,,2,2442,,,,,,,,
episode,2447,329,5,0,self,,,2,2447,,,,,,,,
episode,2449,330,2,0,wall,,,2,2449,,,,,,,,
episode,2462,331,13,0,self,,,2,2462,,,,,,,,
episode,2463,332,1,0,wall,,,2,2463,,,,,,,,
episode,2466,333,3,0,wall,,,2,2466,,,,,,,,
episode,2473,334,7,0,wall,,,2,2473,,,,,,,,
episode,2476,335,3,0,self,,,2,2476,,,,,,,,
episode,2484,336,8,0,wall,,,2,2484,,,,,,,,
episode,2490,337,6,0,self,,,2,2490,,,,,,,,
episode,2492,338,2,0,self,,,2,2492,,,,,,,,
episode,2497,339,5,0,self,,,2,2497,,,,,,,,
episode,2512,340,15,0,self,,,2,2512,,,,,,,,
episode,2521,341,9,0,self,,,2,2521,,,,,,,,
episode,2526,342,5,0,self,,,2,2526,,,,,,,,
episode,2531,343,5,0,wall,,,2,2531,,,,,,,,
episode,2535,344,4,0,self,,,2,2535,,,,,,,,
episode,2545,345,10,1,self,,,2,2545,,,,,,,,
episode,2574,346,29,0,wall,,,2,2574,,,,,,,,
episode,2609,347,35,0,wall,,,2,2609,,,,,,,,
episode,2620,348,11,0,wall,,,2,2620,,,,,,,,
episode,2625,349,5,0,self,,,2,2625,,,,,,,,
episode,2628,350,3,0,self,,,2,2628,,,,,,,,
episode,2635,351,7,0,wall,,,2,2635,,,,,,,,
episode,2643,352,8,0,wall,,,2,2643,,,,,,,,
episode,2650,353,7,0,wall,,,2,2650,,,,,,,,
episode,2669,354,19,0,wall,,,2,2669,,,,,,,,
episode,2670,355,1,0,wall,,,2,2670,,,,,,,,
episode,2679,356,9,0,self,,,2,2679,,,,,,,,
episode,2697,357,18,0,wall,,,2,2697,,,,,,,,
episode,2699,358,2,0,wall,,,2,2699,,,,,,,,
episode,2712,359,13,0,self,,,2,2712,,,,,,,,
episode,2730,360,18,0,wall,,,2,2730,,,,,,,,
episode,2753,361,23,0,self,,,2,2753,,,,,,,,
episode,2770,362,17,0,wall,,,2,2770,,,,,,,,
episode,2772,363,2,0,self,,,2,2772,,,,,,,,
episode,2775,364,3,0,self,,,2,2775,,,,,,,,
episode,2777,365,2,0,self,,,2,2777,,,,,,,,
episode,2794,366,17,0,wall,,,2,2794,,,,,,,,
episode,2814,367,20,0,self,,,2,2814,,,,,,,,
episode,2819,368,5,0,wall,,,2,2819,,,,,,,,
episode,2823,369,4,0,self,,,2,2823,,,,,,,,
episode,2844,370,21,0,wall,,,2,2844,,,,,,,,
episode,2854,371,10,0,wall,,,2,2854,,,,,,,,
episode,2856,372,2,0,wall,,,2,2856,,,,,,,,
episode,2870,373,14,0,wall,,,2,2870,,,,,,,,
episode,2872,374,2,0,self,,,2,2872,,,,,,,,
episode,2878,375,6,1,self,,,2,2878,,,,,,,,
episode,2892,376,14,0,self,,,2,2892,,,,,,,,
episode,2894,377,2,0,self,,,2,2894,,,,,,,,
episode,2902,378,8,1,self,,,2,2902,,,,,,,,
episode,2913,379,11,0,wall,,,2,2913,,,,,,,,
episode,2921,380,8,0,self,,,2,2921,,,,,,,,
episode,2950,381,29,0,self,,,2,2950,,,,,,,,
episode,2955,382,5,0,self,,,2,2955,,,,,,,,
episode,2957,383,2,0,self,,,2,2957,,,,,,,,
episode,2962,384,5,0,wall,,,2,2962,,,,,,,,
episode,2963,385,1,0,self,,,2,2963,,,,,,,,
episode,2976,386,13,0,wall,,,2,2976,,,,,,,,
episode,2982,387,6,0,wall,,,2,2982,,,,,,,,
episode,2987,388,5,0,self,,,2,2987,,,,,,,,
episode,2988,389,1,0,wall,,,2,2988,,,,,,,,
episode,2992,390,4,0,self,,,2,2992,,,,,,,,
episode,2996,391,4,0,self,,,2,2996,,,,,,,,
episode,3000,392,4,0,wall,,,2,3000,,,,,,,,
episode,3005,393,5,1,self,,,2,3005,,,,,,,,
episode,3008,394,3,0,wall,,,2,3008,,,,,,,,
episode,3010,395,2,0,self,,,2,3010,,,,,,,,
episode,3038,396,28,0,wall,,,2,3038,,,,,,,,
episode,3040,397,2,0,self,,,2,3040,,,,,,,,
episode,3043,398,3,0,self,,,2,3043,,,,,,,,
episode,3048,399,5,0,self,,,2,3048,,,,,,,,
episode,3049,400,1,0,wall,,,2,3049,,,,,,,,
episode,3052,401,3,0,wall,,,2,3052,,,,,,,,
episode,3054,402,2,0,self,,,2,3054,,,,,,,,
episode,3056,403,2,0,wall,,,2,3056,,,,,,,,
episode,3066,404,10,0,self,,,2,3066,,,,,,,,
episode,3072,405,6,0,self,,,2,3072,,,,,,,,
episode,3073,406,1,0,wall,,,2,3073,,,,,,,,
episode,3079,407,6,0,self,,,2,3079,,,,,,,,
episode,3080,408,1,0,wall,,,2,3080,,,,,,,,
episode,3119,409,39,0,wall,,,2,3119,,,,,,,,
episode,3134,410,15,0,wall,,,2,3134,,,,,,,,
episode,3145,411,11,0,self,,,2,3145,,,,,,,,
episode,3147,412,2,0,wall,,,2,3147,,,,,,,,
episode,3149,413,2,0,self,,,2,3149,,,,,,,,
episode,3153,414,4,0,wall,,,2,3153,,,,,,,,
episode,3164,415,11,0,self,,,2,3164,,,,,,,,
episode,3165,416,1,0,self,,,2,3165,,,,,,,,
episode,3168,417,3,0,self,,,2,3168,,,,,,,,
episode,3171,418,3,0,self,,,2,3171,,,,,,,,
episode,3172,419,1,0,wall,,,2,3172,,,,,,,,
episode,3174,420,2,0,self,,,2,3174,,,,,,,,
episode,3187,421,13,0,wall,,,2,3187,,,,,,,,
episode,3189,422,2,0,wall,,,2,3189,,,,,,,,
episode,3198,423,9,1,wall,,,2,3198,,,,,,,,
episode,3204,424,6,0,self,,,2,3204,,,,,,,,
episode,3211,425,7,0,wall,,,2,3211,,,,,,,,
episode,3213,426,2,0,wall,,,2,3213,,,,,,,,
episode,3223,427,10,0,wall,,,2,3223,,,,,,,,
episode,3230,428,7,0,self,,,2,3230,,,,,,,,
episode,3231,429,1,0,wall,,,2,3231,,,,,,,,
episode,3234,430,3,0,self,,,2,3234,,,,,,,,
episode,3241,431,7,0,wall,,,2,3241,,,,,,,,
episode,3261,432,20,0,self,,,2,3261,,,,,,,,
episode,3266,433,5,0,wall,,,2,3266,,,,,,,,
episode,3272,434,6,1,self,,,2,3272,,,,,,,,
episode,3273,435,1,0,self,,,2,3273,,,,,,,,
episode,3284,436,11,0,self,,,2,3284,,,,,,,,
episode,3285,437,1,0,self,,,2,3285,,,,,,,,
episode,3294,438,9,0,self,,,2,3294,,,,,,,,
episode,3300,439,6,0,self,,,2,3300,,,,,,,,
episode,3302,440,2,0,self,,,2,3302,,,,,,,,
episode,3308,441,6,0,self,,,2,3308,,,,,,,,
episode,3315,442,7,0,wall,,,2,3315,,,,,,,,
episode,3319,443,4,0,wall,,,2,3319,,,,,,,,
episode,3351,444,32,0,wall,,,2,3351,,,,,,,,
episode,3371,445,20,0,wall,,,2,3371,,,,,,,,
episode,3372,446,1,0,self,,,2,3372,,,,,,,,
episode,3377,447,5,0,wall,,,2,3377,,,,,,,,
episode,3381,448,4,0,self,,,2,3381,,,,,,,,
episode,3392,449,11,0,wall,,,2,3392,,,,,,,,
episode,3401,450,9,0,wall,,,2,3401,,,,,,,,
episode,3412,451,11,0,self,,,2,3412,,,,,,,,
episode,3414,452,2,0,wall,,,2,3414,,,,,,,,
episode,3428,453,14,0,wall,,,2,3428,,,,,,,,
episode,3429,454,1,0,self,,,2,3429,,,,,,,,
episode,3434,455,5,0,self,,,2,3434,,,,,,,,
episode,3443,456,9,1,self,,,2,3443,,,,,,,,
episode,3447,457,4,0,self,,,2,3447,,,,,,,,
episode,3449,458,2,0,self,,,2,3449,,,,,,,,
episode,3458,459,9,0,wall,,,2,3458,,,,,,,,
episode,3464,460,6,0,wall,,,2,3464,,,,,,,,
episode,3497,461,33,3,wall,,,3,3497,,,,,,,,
episode,3499,462,2,0,self,,,3,3499,,,,,,,,
episode,3505,463,6,0,self,,,3,3505,,,,,,,,
episode,3509,464,4,0,self,,,3,3509,,,,,,,,
episode,3524,465,15,0,wall,,,3,3524,,,,,,,,
episode,3525,466,1,0,self,,,3,3525,,,,,,,,
episode,3533,467,8,0,self,,,3,3533,,,,,,,,
episode,3546,468,13,0,self,,,3,3546,,,,,,,,
episode,3549,469,3,0,self,,,3,3549,,,,,,,,
episode,3564,470,15,0,self,,,3,3564,,,,,,,,
episode,3567,471,3,0,self,,,3,3567,,,,,,,,
episode,3569,472,2,0,self,,,3,3569,,,,,,,,
episode,3570,473,1,0,wall,,,3,3570,,,,,,,,
episode,3575,474,5,0,self,,,3,3575,,,,,,,,
episode,3605,475,30,0,wall,,,3,3605,,,,,,,,
episode,3610,476,5,0,wall,,,3,3610,,,,,,,,
