event,step,episodes,episode_steps,episode_score,death_reason,avg_score,avg_loss,best_score,replay_size,eval_score,eval_score_median,eval_score_max,eval_reward,eval_death_self,eval_death_wall,eval_death_timeout,best_eval
episode,455,62,3,0,self,,,1,455,,,,,,,,
episode,462,63,7,0,wall,,,1,462,,,,,,,,
episode,463,64,1,0,wall,,,1,463,,,,,,,,
episode,477,65,14,0,self,,,1,477,,,,,,,,
episode,488,66,11,0,self,,,1,488,,,,,,,,
episode,489,67,1,0,self,,,1,489,,,,,,,,
episode,499,68,10,0,self,,,1,499,,,,,,,,
episode,503,69,4,0,wall,,,1,503,,,,,,,,
episode,505,70,2,0,wall,,,1,505,,,,,,,,
episode,523,71,18,0,wall,,,1,523,,,,,,,,
episode,537,72,14,0,self,,,1,537,,,,,,,,
episode,544,73,7,0,self,,,1,544,,,,,,,,
episode,548,74,4,0,self,,,1,548,,,,,,,,
episode,553,75,5,0,wall,,,1,553,,,,,,,,
episode,559,76,6,0,wall,,,1,559,,,,,,,,
episode,569,77,10,0,self,,,1,569,,,,,,,,
episode,573,78,4,0,self,,,1,573,,,,,,,,
episode,575,79,2,0,wall,,,1,575,,,,,,,,
episode,579,80,4,0,self,,,1,579,,,,,,,,
episode,583,81,4,0,wall,,,1,583,,,,,,,,
episode,586,82,3,0,self,,,1,586,,,,,,,,
episode,588,83,2,0,self,,,1,588,,,,,,,,
episode,590,84,2,0,self,,,1,590,,,,,,,,
episode,601,85,11,0,wall,,,1,601,,,,,,,,
episode,612,86,11,0,wall,,,1,612,,,,,,,,
episode,615,87,3,0,self,,,1,615,,,,,,,,
episode,618,88,3,0,wall,,,1,618,,,,,,,,
episode,619,89,1,0,self,,,1,619,,,,,,,,
episode,621,90,2,0,wall,,,1,621,,,,,,,,
episode,626,91,5,0,wall,,,1,626,,,,,,,,
episode,640,92,14,0,wall,,,1,640,,,,,,,,
episode,649,93,9,0,wall,,,1,649,,,,,,,,
episode,654,94,5,0,self,,,1,654,,,,,,,,
episode,655,95,1,0,wall,,,1,655,,,,,,,,
episode,662,96,7,0,self,,,1,662,,,,,,,,
episode,666,97,4,0,wall,,,1,666,,,,,,,,
episode,674,98,8,0,wall,,,1,674,,,,,,,,
episode,687,99,13,0,self,,,1,687,,,,,,,,
episode,689,100,2,0,wall,,,1,689,,,,,,,,
episode,700,101,11,0,self,,,1,700,,,,,,,,
episode,703,102,3,0,self,,,1,703,,,,,,,,
episode,725,103,22,0,wall,,,1,725,,,,,,,,
episode,733,104,8,0,self,,,1,733,,,,,,,,
episode,738,105,5,0,wall,,,1,738,,,,,,,,
episode,740,106,2,0,wall,,,1,740,,,,,,,,
episode,794,107,54,0,wall,,,1,794,,,,,,,,
episode,797,108,3,0,self,,,1,797,,,,,,,,
episode,799,109,2,0,self,,,1,799,,,,,,,,
episode,801,110,2,0,self,,,1,801,,,,,,,,
episode,819,111,18,1,wall,,,1,819,,,,,,,,
episode,831,112,12,0,wall,,,1,831,,,,,,,,
episode,838,113,7,0,wall,,,1,838,,,,,,,,
episode,843,114,5,0,wall,,,1,843,,,,,,,,
episode,846,115,3,0,self,,,1,846,,,,,,,,
episode,865,116,19,0,self,,,1,865,,,,,,,,
episode,867,117,2,0,wall,,,1,867,,,,,,,,
episode,868,118,1,0,self,,,1,868,,,,,,,,
episode,869,119,1,0,wall,,,1,869,,,,,,,,
episode,874,120,5,0,wall,,,1,874,,,,,,,,
episode,879,121,5,0,self,,,1,879,,,,,,,,
episode,895,122,16,2,self,,,2,895,,,,,,,,
episode,908,123,13,0,wall,,,2,908,,,,,,,,
episode,909,124,1,0,wall,,,2,909,,,,,,,,
episode,916,125,7,0,self,,,2,916,,,,,,,,
episode,918,126,2,0,self,,,2,918,,,,,,,,
episode,940,127,22,0,wall,,,2,940,,,,,,,,
episode,955,128,15,0,wall,,,2,955,,,,,,,,
episode,964,129,9,0,self,,,2,964,,,,,,,,
episode,968,130,4,0,wall,,,2,968,,,,,,,,
episode,970,131,2,0,wall,,,2,970,,,,,,,,
episode,976,132,6,0,wall,,,2,976,,,,,,,,
episode,982,133,6,1,wall,,,2,982,,,,,,,,
episode,984,134,2,0,self,,,2,984,,,,,,,,
episode,986,135,2,0,self,,,2,986,,,,,,,,
episode,1023,136,37,0,wall,,,2,1023,,,,,,,,
episode,1045,137,22,0,wall,,,2,1045,,,,,,,,
episode,1069,138,24,0,self,,,2,1069,,,,,,,,
episode,1071,139,2,0,self,,,2,1071,,,,,,,,
episode,1077,140,6,0,self,,,2,1077,,,,,,,,
episode,1085,141,8,0,wall,,,2,1085,,,,,,,,
episode,1095,142,10,0,wall,,,2,1095,,,,,,,,
episode,1097,143,2,0,self,,,2,1097,,,,,,,,
episode,1105,144,8,0,wall,,,2,1105,,,,,,,,
episode,1109,145,4,0,self,,,2,1109,,,,,,,,
episode,1119,146,10,0,wall,,,2,1119,,,,,,,,
episode,1123,147,4,0,wall,,,2,1123,,,,,,,,
episode,1128,148,5,0,self,,,2,1128,,,,,,,,
episode,1136,149,8,0,self,,,2,1136,,,,,,,,
episode,1142,150,6,0,self,,,2,1142,,,,,,,,
episode,1144,151,2,0,wall,,,2,1144,,,,,,,,
episode,1146,152,2,0,wall,,,2,1146,,,,,,,,
episode,1150,153,4,0,wall,,,2,1150,,,,,,,,
episode,1151,154,1,0,wall,,,2,1151,,,,,,,,
episode,1168,155,17,0,self,,,2,1168,,,,,,,,
episode,1171,156,3,0,self,,,2,1171,,,,,,,,
episode,1174,157,3,0,self,,,2,1174,,,,,,,,
episode,1177,158,3,0,wall,,,2,1177,,,,,,,,
episode,1182,159,5,0,wall,,,2,1182,,,,,,,,
episode,1186,160,4,0,self,,,2,1186,,,,,,,,
episode,1192,161,6,0,wall,,,2,1192,,,,,,,,
episode,1214,162,22,0,wall,,,2,1214,,,,,,,,
episode,1216,163,2,0,self,,,2,1216,,,,,,,,
episode,1224,164,8,0,wall,,,2,1224,,,,,,,,
episode,1232,165,8,0,wall,,,2,1232,,,,,,,,
episode,1266,166,34,1,wall,,,2,1266,,,,,,,,
episode,1268,167,2,0,wall,,,2,1268,,,,,,,,
episode,1279,168,11,0,wall,,,2,1279,,,,,,,,
episode,1283,169,4,0,wall,,,2,1283,,,,,,,,
episode,1285,170,2,0,self,,,2,1285,,,,,,,,
episode,1298,171,13,0,wall,,,2,1298,,,,,,,,
episode,1299,172,1,0,wall,,,2,1299,,,,,,,,
episode,1308,173,9,0,wall,,,2,1308,,,,,,,,
episode,1309,174,1,0,wall,,,2,1309,,,,,,,,
episode,1311,175,2,0,wall,,,2,1311,,,,,,,,
episode,1312,176,1,0,wall,,,2,1312,,,,,,,,
episode,1329,177,17,0,self,,,2,1329,,,,,,,,
episode,1332,178,3,0,wall,,,2,1332,,,,,,,,
episode,1338,179,6,1,wall,,,2,1338,,,,,,,,
episode,1351,180,13,1,wall,,,2,1351,,,,,,,,
episode,1365,181,14,1,self,,,2,1365,,,,,,,,
episode,1368,182,3,0,self,,,2,1368,,,,,,,,
episode,1374,183,6,0,self,,,2,1374,,,,,,,,
episode,1376,184,2,0,self,,,2,1376,,,,,,,,
episode,1378,185,2,0,wall,,,2,1378,,,,,,,,
episode,1384,186,6,0,self,,,2,1384,,,,,,,,
episode,1388,187,4,0,self,,,2,1388,,,,,,,,
episode,1395,188,7,0,self,,,2,1395,,,,,,,,
episode,1413,189,18,0,self,,,2,1413,,,,,,,,
episode,1417,190,4,0,wall,,,2,1417,,,,,,,,
episode,1424,191,7,0,self,,,2,1424,,,,,,,,
episode,1426,192,2,0,wall,,,2,1426,,,,,,,,
episode,1427,193,1,0,wall,,,2,1427,,,,,,,,
episode,1431,194,4,0,wall,,,2,1431,,,,,,,,
episode,1459,195,28,1,wall,,,2,1459,,,,,,,,
episode,1461,196,2,0,self,,,2,1461,,,,,,,,
episode,1467,197,6,0,self,,,2,1467,,,,,,,,
episode,1468,198,1,0,self,,,2,1468,,,,,,,,
episode,1469,199,1,0,self,,,2,1469,,,,,,,,
episode,1471,200,2,0,self,,,2,1471,,,,,,,,
episode,1473,201,2,0,wall,,,2,1473,,,,,,,,
episode,1480,202,7,0,self,,,2,1480,,,,,,,,
episode,1489,203,9,0,self,,,2,1489,,,,,,,,
episode,1491,204,2,0,wall,,,2,1491,,,,,,,,
episode,1495,205,4,0,wall,,,2,1495,,,,,,,,
episode,1499,206,4,0,wall,,,2,1499,,,,,,,,
episode,1503,207,4,0,self,,,2,1503,,,,,,,,
episode,1506,208,3,0,self,,,2,1506,,,,,,,,
episode,1512,209,6,0,self,,,2,1512,,,,,,,,
episode,1522,210,10,0,wall,,,2,1522,,,,,,,,
episode,1523,211,1,0,wall,,,2,1523,,,,,,,,
episode,1529,212,6,0,self,,,2,1529,,,,,,,,
episode,1534,213,5,0,wall,,,2,1534,,,,,,,,
episode,1543,214,9,0,wall,,,2,1543,,,,,,,,
episode,1555,215,12,0,self,,,2,1555,,,,,,,,
episode,1559,216,4,0,wall,,,2,1559,,,,,,,,
episode,1564,217,5,0,self,,,2,1564,,,,,,,,
episode,1566,218,2,0,self,,,2,1566,,,,,,,,
episode,1569,219,3,0,self,,,2,1569,,,,,,,,
episode,1571,220,2,0,wall,,,2,1571,,,,,,,,
episode,1576,221,5,0,wall,,,2,1576,,,,,,,,
episode,1607,222,31,1,wall,,,2,1607,,,,,,,,
episode,1627,223,20,0,wall,,,2,1627,,,,,,,,
episode,1632,224,5,1,self,,,2,1632,,,,,,,,
episode,1682,225,50,1,wall,,,2,1682,,,,,,,,
episode,1686,226,4,0,wall,,,2,1686,,,,,,,,
episode,1698,227,12,0,wall,,,2,1698,,,,,,,,
episode,1700,228,2,0,wall,,,2,1700,,,,,,,,
episode,1705,229,5,0,self,,,2,1705,,,,,,,,
episode,1706,230,1,0,wall,,,2,1706,,,,,,,,
episode,1717,231,11,0,wall,,,2,1717,,,,,,,,
episode,1723,232,6,0,wall,,,2,1723,,,,,,,,
episode,1779,233,56,0,wall,,,2,1779,,,,,,,,
episode,1793,234,14,0,wall,,,2,1793,,,,,,,,
episode,1803,235,10,0,self,,,2,1803,,,,,,,,
episode,1804,236,1,0,self,,,2,1804,,,,,,,,
episode,1811,237,7,0,self,,,2,1811,,,,,,,,
episode,1818,238,7,0,wall,,,2,1818,,,,,,,,
episode,1820,239,2,0,self,,,2,1820,,,,,,,,
episode,1828,240,8,0,wall,,,2,1828,,,,,,,,
episode,1830,241,2,0,self,,,2,1830,,,,,,,,
episode,1832,242,2,0,wall,,,2,1832,,,,,,,,
episode,1834,243,2,0,wall,,,2,1834,,,,,,,,
episode,1837,244,3,0,wall,,,2,1837,,,,,,,,
episode,1838,245,1,0,self,,,2,1838,,,,,,,,
episode,1850,246,12,0,wall,,,2,1850,,,,,,,,
episode,1855,247,5,0,self,,,2,1855,,,,,,,,
episode,1864,248,9,0,wall,,,2,1864,,,,,,,,
episode,1870,249,6,0,self,,,2,1870,,,,,,,,
episode,1873,250,3,0,self,,,2,1873,,,,,,,,
episode,1878,251,5,0,wall,,,2,1878,,,,,,,,
episode,1882,252,4,0,wall,,,2,1882,,,,,,,,
episode,1886,253,4,0,self,,,2,1886,,,,,,,,
episode,1894,254,8,0,self,,,2,1894,,,,,,,,
episode,1897,255,3,0,wall,,,2,1897,,,,,,,,
episode,1906,256,9,0,wall,,,2,1906,,,,,,,,
episode,1910,257,4,0,wall,,,2,1910,,,,,,,,
episode,1911,258,1,0,self,,,2,1911,,,,,,,,
episode,1918,259,7,1,wall,,,2,1918,,,,,,,,
episode,1920,260,2,0,wall,,,2,1920,,,,,,,,
episode,1932,261,12,0,wall,,,2,1932,,,,,,,,
episode,1936,262,4,0,wall,,,2,1936,,,,,,,,
episode,1957,263,21,0,wall,,,2,1957,,,,,,,,
episode,1958,264,1,0,self,,,2,1958,,,,,,,,
episode,1960,265,2,0,self,,,2,1960,,,,,,,,
episode,1973,266,13,1,wall,,,2,1973,,,,,,,,
episode,1974,267,1,0,self,,,2,1974,,,,,,,,
episode,1979,268,5,0,self,,,2,1979,,,,,,,,
episode,1993,269,14,0,wall,,,2,1993,,,,,,,,
episode,1996,270,3,0,self,,,2,1996,,,,,,,,
train,2000,270,,,,0.09,0.0,2,2000,,,,,,,,
episode,2010,271,14,0,self,,,2,2010,,,,,,,,
episode,2020,272,10,0,wall,,,2,2020,,,,,,,,
episode,2040,273,20,1,self,,,2,2040,,,,,,,,
episode,2041,274,1,0,self,,,2,2041,,,,,,,,
episode,2052,275,11,0,self,,,2,2052,,,,,,,,
episode,2063,276,11,0,self,,,2,2063,,,,,,,,
episode,2067,277,4,0,self,,,2,2067,,,,,,,,
episode,2076,278,9,0,self,,,2,2076,,,,,,,,
episode,2082,279,6,0,self,,,2,2082,,,,,,,,
episode,2086,280,4,0,self,,,2,2086,,,,,,,,
episode,2091,281,5,0,self,,,2,2091,,,,,,,,
episode,2093,282,2,0,self,,,2,2093,,,,,,,,
episode,2101,283,8,0,self,,,2,2101,,,,,,,,
episode,2104,284,3,0,wall,,,2,2104,,,,,,,,
episode,2123,285,19,0,wall,,,2,2123,,,,,,,,
episode,2124,286,1,0,self,,,2,2124,,,,,,,,
episode,2127,287,3,0,wall,,,2,2127,,,,,,,,
episode,2128,288,1,0,self,,,2,2128,,,,,,,,
episode,2131,289,3,0,self,,,2,2131,,,,,,,,
episode,2134,290,3,0,self,,,2,2134,,,,,,,,
episode,2139,291,5,0,self,,,2,2139,,,,,,,,
episode,2146,292,7,0,wall,,,2,2146,,,,,,,,
episode,2210,293,64,0,wall,,,2,2210,,,,,,,,
episode,2219,294,9,0,wall,,,2,2219,,,,,,,,
episode,2224,295,5,0,self,,,2,2224,,,,,,,,
episode,2226,296,2,0,self,,,2,2226,,,,,,,,
episode,2251,297,25,0,self,,,2,2251,,,,,,,,
episode,2263,298,12,0,self,,,2,2263,,,,,,,,
episode,2289,299,26,0,wall,,,2,2289,,,,,,,,
episode,2294,300,5,0,wall,,,2,2294,,,,,,,,
episode,2303,301,9,0,wall,,,2,2303,,,,,,,,
episode,2318,302,15,0,wall,,,2,2318,,,,,,,,
episode,2322,303,4,0,self,,,2,2322,,,,,,,,
episode,2326,304,4,0,wall,,,2,2326,,,,,,,,
episode,2331,305,5,0,self,,,2,2331,,,,,,,,
episode,2354,306,23,0,wall,,,2,2354,,,,,,,,
episode,2384,307,30,0,wall,,,2,2384,,,,,,,,
episode,2386,308,2,0,self,,,2,2386,,,,,,,,
episode,2387,309,1,0,self,,,2,2387,,,,,,,,
episode,2404,310,17,0,self,,,2,2404,,,,,,,,
episode,2415,311,11,0,wall,,,2,2415,,,,,,,,
episode,2418,312,3,0,self,,,2,2418,,,,,,,,
episode,2421,313,3,1,wall,,,2,2421,,,,,,,,
episode,2436,314,15,0,self,,,2,2436,,,,,,,,
episode,2451,315,15,1,wall,,,2,2451,,,,,,,,
episode,2475,316,24,0,wall,,,2,2475,,,,,,,,
episode,2477,317,2,0,self,,,2,2477,,,,,,,,
episode,2483,318,6,0,wall,,,2,2483,,,,,,,,
episode,2503,319,20,0,wall,,,2,2503,,,,,,,,
episode,2505,320,2,0,self,,,2,2505,,,,,,,,
episode,2511,321,6,0,wall,,,2,2511,,,,,,,,
episode,2513,322,2,0,self,,,2,2513,,,,,,,,
episode,2518,323,5,0,wall,,,2,2518,,,,,,,,
episode,2525,324,7,0,wall,,,2,2525,,,,,,,,
episode,2571,325,46,0,wall,,,2,2571,,,,,,,,
episode,2575,326,4,0,self,,,2,2575,,,,,,,,
episode,2587,327,12,0,wall,,,2,2587,,,,,,,,
episode,2590,328,3,0,self,,,2,2590,,,,,,,,
episode,2600,329,10,0,self,,,2,2600,,,,,,,,
episode,2604,330,4,0,wall,,,2,2604,,,,,,,,
episode,2610,331,6,0,wall,,,2,2610,,,,,,,,
episode,2612,332,2,0,wall,,,2,2612,,,,,,,,
episode,2622,333,10,0,self,,,2,2622,,,,,,,,
episode,2636,334,14,1,wall,,,2,2636,,,,,,,,
episode,2640,335,4,0,wall,,,2,2640,,,,,,,,
episode,2645,336,5,0,self,,,2,2645,,,,,,,,
episode,2650,337,5,0,self,,,2,2650,,,,,,,,
episode,2652,338,2,0,self,,,2,2652,,,,,,,,
episode,2703,339,51,0,wall,,,2,2703,,,,,,,,
episode,2707,340,4,0,wall,,,2,2707,,,,,,,,
episode,2723,341,16,0,wall,,,2,2723,,,,,,,,
episode,2725,342,2,0,self,,,2,2725,,,,,,,,
episode,2728,343,3,0,self,,,2,2728,,,,,,,,
episode,2771,344,43,0,wall,,,2,2771,,,,,,,,
episode,2775,345,4,0,self,,,2,2775,,,,,,,,
episode,2780,346,5,0,self,,,2,2780,,,,,,,,
episode,2806,347,26,0,wall,,,2,2806,,,,,,,,
episode,2807,348,1,0,wall,,,2,2807,,,,,,,,
episode,2814,349,7,0,wall,,,2,2814,,,,,,,,
episode,2817,350,3,0,self,,,2,2817,,,,,,,,
episode,2820,351,3,0,wall,,,2,2820,,,,,,,,
episode,2823,352,3,0,wall,,,2,2823,,,,,,,,
episode,2826,353,3,0,self,,,2,2826,,,,,,,,
episode,2849,354,23,0,wall,,,2,2849,,,,,,,,
episode,2858,355,9,0,wall,,,2,2858,,,,,,,,
episode,2867,356,9,1,wall,,,2,2867,,,,,,,,
episode,2871,357,4,0,self,,,2,2871,,,,,,,,
episode,2903,358,32,0,wall,,,2,2903,,,,,,,,
episode,2917,359,14,0,wall,,,2,2917,,,,,,,,
episode,2920,360,3,0,wall,,,2,2920,,,,,,,,
episode,2925,361,5,0,self,,,2,2925,,,,,,,,
episode,2935,362,10,0,wall,,,2,2935,,,,,,,,
episode,2974,363,39,0,wall,,,2,2974,,,,,,,,
episode,2996,364,22,0,wall,,,2,2996,,,,,,,,
episode,3001,365,5,0,wall,,,2,3001,,,,,,,,
episode,3019,366,18,0,wall,,,2,3019,,,,,,,,
episode,3027,367,8,0,self,,,2,3027,,,,,,,,
episode,3036,368,9,0,wall,,,2,3036,,,,,,,,
episode,3053,369,17,0,wall,,,2,3053,,,,,,,,
episode,3054,370,1,0,wall,,,2,3054,,,,,,,,
episode,3059,371,5,0,self,,,2,3059,,,,,,,,
episode,3061,372,2,0,self,,,2,3061,,,,,,,,
episode,3063,373,2,0,self,,,2,3063,,,,,,,,
episode,3066,374,3,0,self,,,2,3066,,,,,,,,
episode,3068,375,2,0,wall,,,2,3068,,,,,,,,
episode,3077,376,9,0,self,,,2,3077,,,,,,,,
episode,3087,377,10,0,self,,,2,3087,,,,,,,,
episode,3123,378,36,0,self,,,2,3123,,,,,,,,
episode,3130,379,7,0,self,,,2,3130,,,,,,,,
episode,3131,380,1,0,wall,,,2,3131,,,,,,,,
episode,3144,381,13,1,self,,,2,3144,,,,,,,,
episode,3175,382,31,0,self,,,2,3175,,,,,,,,
episode,3180,383,5,0,self,,,2,3180,,,,,,,,
episode,3188,384,8,0,wall,,,2,3188,,,,,,,,
episode,3196,385,8,0,self,,,2,3196,,,,,,,,
episode,3207,386,11,0,self,,,2,3207,,,,,,,,
episode,3213,387,6,0,wall,,,2,3213,,,,,,,,
episode,3215,388,2,0,self,,,2,3215,,,,,,,,
episode,3238,389,23,0,wall,,,2,3238,,,,,,,,
episode,3239,390,1,0,wall,,,2,3239,,,,,,,,
episode,3242,391,3,0,self,,,2,3242,,,,,,,,
episode,3248,392,6,0,wall,,,2,3248,,,,,,,,
episode,3250,393,2,0,wall,,,2,3250,,,,,,,,
episode,3251,394,1,0,self,,,2,3251,,,,,,,,
episode,3253,395,2,0,self,,,2,3253,,,,,,,,
episode,3255,396,2,0,wall,,,2,3255,,,,,,,,
episode,3258,397,3,0,wall,,,2,3258,,,,,,,,
episode,3261,398,3,0,self,,,2,3261,,,,,,,,
episode,3273,399,12,1,self,,,2,3273,,,,,,,,
episode,3275,400,2,0,wall,,,2,3275,,,,,,,,
episode,3285,401,10,0,wall,,,2,3285,,,,,,,,
episode,3295,402,10,0,wall,,,2,3295,,,,,,,,
episode,3301,403,6,0,self,,,2,3301,,,,,,,,
episode,3308,404,7,0,wall,,,2,3308,,,,,,,,
episode,3315,405,7,0,wall,,,2,3315,,,,,,,,
episode,3317,406,2,0,self,,,2,3317,,,,,,,,
episode,3357,407,40,0,wall,,,2,3357,,,,,,,,
episode,3360,408,3,0,wall,,,2,3360,,,,,,,,
episode,3361,409,1,0,wall,,,2,3361,,,,,,,,
episode,3372,410,11,0,wall,,,2,3372,,,,,,,,
episode,3373,411,1,0,self,,,2,3373,,,,,,,,
episode,3385,412,12,0,wall,,,2,3385,,,,,,,,
episode,3387,413,2,0,wall,,,2,3387,,,,,,,,
episode,3402,414,15,0,self,,,2,3402,,,,,,,,
episode,3406,415,4,0,self,,,2,3406,,,,,,,,
episode,3414,416,8,0,wall,,,2,3414,,,,,,,,
episode,3420,417,6,0,wall,,,2,3420,,,,,,,,
episode,3428,418,8,0,wall,,,2,3428,,,,,,,,
episode,3431,419,3,0,self,,,2,3431,,,,,,,,
episode,3432,420,1,0,wall,,,2,3432,,,,,,,,
episode,3442,421,10,0,wall,,,2,3442,,,,,,,,
episode,3450,422,8,0,wall,,,2,3450,,,,,,,,
episode,3453,423,3,0,wall,,,2,3453,,,,,,,,
episode,3459,424,6,0,self,,,2,3459,,,,,,,,
episode,3470,425,11,1,self,,,2,3470,,,,,,,,
episode,3474,426,4,0,self,,,2,3474,,,,,,,,
episode,3478,427,4,0,self,,,2,3478,,,,,,,,
episode,3484,428,6,1,wall,,,2,3484,,,,,,,,
episode,3489,429,5,0,self,,,2,3489,,,,,,,,
episode,3492,430,3,0,wall,,,2,3492,,,,,,,,
episode,3493,431,1,0,self,,,2,3493,,,,,,,,
episode,3494,432,1,0,wall,,,2,3494,,,,,,,,
episode,3500,433,6,0,wall,,,2,3500,,,,,,,,
episode,3543,434,43,0,wall,,,2,3543,,,,,,,,
episode,3548,435,5,1,self,,,2,3548,,,,,,,,
episode,3551,436,3,0,self,,,2,3551,,,,,,,,
episode,3556,437,5,0,wall,,,2,3556,,,,,,,,
episode,3559,438,3,0,wall,,,2,3559,,,,,,,,
episode,3569,439,10,0,wall,,,2,3569,,,,,,,,
episode,3575,440,6,0,self,,,2,3575,,,,,,,,
episode,3579,441,4,0,wall,,,2,3579,,,,,,,,
episode,3580,442,1,0,self,,,2,3580,,,,,,,,
episode,3587,443,7,0,wall,,,2,3587,,,,,,,,
episode,3598,444,11,0,self,,,2,3598,,,,,,,,
episode,3604,445,6,0,wall,,,2,3604,,,,,,,,
episode,3608,446,4,0,self,,,2,3608,,,,,,,,
episode,3620,447,12,0,self,,,2,3620,,,,,,,,
episode,3625,448,5,0,wall,,,2,3625,,,,,,,,
episode,3628,449,3,0,wall,,,2,3628,,,,,,,,
episode,3630,450,2,0,wall,,,2,3630,,,,,,,,
episode,3632,451,2,0,self,,,2,3632,,,,,,,,
episode,3635,452,3,0,wall,,,2,3635,,,,,,,,
episode,3636,453,1,0,wall,,,2,3636,,,,,,,,
episode,3640,454,4,0,self,,,2,3640,,,,,,,,
episode,3648,455,8,0,self,,,2,3648,,,,,,,,
episode,3655,456,7,1,self,,,2,3655,,,,,,,,
episode,3659,457,4,0,self,,,2,3659,,,,,,,,
episode,3671,458,12,1,wall,,,2,3671,,,,,,,,
episode,3694,459,23,0,wall,,,2,3694,,,,,,,,
episode,3712,460,18,0,wall,,,2,3712,,,,,,,,
episode,3728,461,16,0,self,,,2,3728,,,,,,,,
episode,3752,462,24,0,wall,,,2,3752,,,,,,,,
episode,3774,463,22,0,wall,,,2,3774,,,,,,,,
episode,3777,464,3,0,wall,,,2,3777,,,,,,,,
episode,3789,465,12,1,wall,,,2,3789,,,,,,,,
episode,3795,466,6,0,wall,,,2,3795,,,,,,,,
episode,3798,467,3,0,self,,,2,3798,,,,,,,,
episode,3808,468,10,0,self,,,2,3808,,,,,,,,
episode,3814,469,6,0,wall,,,2,3814,,,,,,,,
episode,3817,470,3,0,self,,,2,3817,,,,,,,,
episode,3835,471,18,0,self,,,2,3835,,,,,,,,
episode,3846,472,11,0,wall,,,2,3846,,,,,,,,
episode,3848,473,2,0,self,,,2,3848,,,,,,,,
episode,3856,474,8,0,self,,,2,3856,,,,,,,,
episode,3861,475,5,0,self,,,2,3861,,,,,,,,
