generation,best_score,best_coverage,avg_score,avg_coverage,median_score,min_score,max_score,best_ever_score,best_ever_coverage,elite_avg_score,sigma,gen_time,total_time
45,52.2,0.5519999999999999,30.493000000000002,0.33492999999999995,37.4,0.0,52.2,54.2,0.572,46.56,0.08000000000000002,5.78,276.58
46,54.2,0.5720000000000001,33.646,0.36646,38.2,0.4,54.2,54.2,0.5720000000000001,47.305,0.08000000000000002,5.87,282.47
47,52.6,0.556,31.611000000000004,0.34611000000000003,35.9,0.0,52.6,54.2,0.5720000000000001,47.015,0.08000000000000002,5.72,288.20
48,53.6,0.5660000000000001,31.493,0.34493,36.9,0.0,53.6,54.2,0.5720000000000001,47.440000000000005,0.08000000000000002,5.81,294.03
49,52.6,0.5559999999999998,32.802,0.35802,36.7,0.2,52.6,54.2,0.5720000000000001,46.489999999999995,0.08000000000000002,5.91,299.96
50,53.8,0.568,33.135999999999996,0.36136,37.4,0.0,53.8,54.2,0.5720000000000001,47.464999999999996,0.08000000000000002,5.81,305.79
51,51.2,0.542,35.005,0.38005,39.1,0.2,51.2,54.2,0.5720000000000001,47.114999999999995,0.08000000000000002,6.01,311.83
52,51.6,0.5459999999999999,34.65,0.3765,38.0,0.0,51.6,54.2,0.5720000000000001,46.935,0.08000000000000002,6.24,318.08
53,53.2,0.562,33.46,0.36460000000000004,38.2,0.0,53.2,54.2,0.5720000000000001,47.6,0.08000000000000002,6.14,324.25
54,53.8,0.568,35.07,0.3807,37.6,0.0,53.8,54.2,0.5720000000000001,47.6,0.08000000000000002,6.18,330.45
55,51.2,0.542,33.854,0.36854,37.4,0.0,51.2,54.2,0.5720000000000001,47.654999999999994,0.08000000000000002,5.99,336.45
56,53.2,0.562,33.242,0.36242,37.1,0.0,53.2,54.2,0.5720000000000001,47.13,0.08000000000000002,6.56,343.03
57,55.0,0.5799999999999998,33.653,0.36652999999999997,37.1,0.0,55.0,55.0,0.5799999999999998,47.86,0.08000000000000002,5.94,348.99
58,52.6,0.5559999999999999,34.516999999999996,0.37517,38.6,0.2,52.6,55.0,0.5799999999999998,46.669999999999995,0.08000000000000002,6.20,355.22
59,53.2,0.562,32.922,0.35922000000000004,37.1,0.2,53.2,55.0,0.5799999999999998,46.964999999999996,0.08000000000000002,6.36,361.60
60,52.8,0.558,34.969,0.3796900000000001,38.3,0.4,52.8,55.0,0.5799999999999998,47.13,0.08000000000000002,6.16,367.79
61,53.2,0.5619999999999999,32.521,0.35521,36.8,0.4,53.2,55.0,0.5799999999999998,47.105000000000004,0.08000000000000002,5.89,373.70
62,52.6,0.556,31.609999999999996,0.3461,37.5,0.2,52.6,55.0,0.5799999999999998,46.935,0.08000000000000002,6.26,379.98
63,52.6,0.5559999999999999,30.006,0.33006,34.8,0.0,52.6,55.0,0.5799999999999998,46.205,0.08000000000000002,5.77,385.78
64,54.2,0.5720000000000001,31.016,0.3401600000000001,33.8,0.4,54.2,55.0,0.5799999999999998,46.644999999999996,0.08000000000000002,6.00,391.79
65,51.2,0.542,31.081999999999997,0.34082,35.0,0.0,51.2,55.0,0.5799999999999998,46.305,0.08000000000000002,5.81,397.63
66,52.8,0.558,31.703000000000003,0.34703,35.9,0.0,52.8,55.0,0.5799999999999998,46.445,0.08000000000000002,5.91,403.56
67,52.6,0.5559999999999999,31.832000000000004,0.34832,36.1,0.0,52.6,55.0,0.5799999999999998,47.019999999999996,0.08000000000000002,6.52,410.10
68,49.8,0.528,33.277,0.36277000000000004,37.5,0.0,49.8,55.0,0.5799999999999998,46.735,0.08000000000000002,6.12,416.26
69,53.6,0.566,33.181999999999995,0.36182000000000003,36.3,0.0,53.6,55.0,0.5799999999999998,47.045,0.08000000000000002,6.23,422.50
70,53.6,0.5660000000000001,33.464,0.36463999999999996,36.6,0.6,53.6,55.0,0.5799999999999998,46.595,0.08000000000000002,6.45,428.98
71,54.4,0.574,33.647,0.3664700000000001,36.2,0.4,54.4,55.0,0.5799999999999998,47.35,0.08000000000000002,6.16,435.16
72,53.4,0.564,32.617999999999995,0.35618,36.7,0.8,53.4,55.0,0.5799999999999998,45.705,0.08000000000000002,6.30,441.48
73,51.2,0.542,33.728,0.36728,36.4,0.4,51.2,55.0,0.5799999999999998,46.95,0.08000000000000002,6.34,447.84
74,51.6,0.546,34.095,0.37095,37.8,0.0,51.6,55.0,0.5799999999999998,47.64,0.08000000000000002,6.42,454.29
75,53.4,0.564,34.535,0.37535,37.2,0.2,53.4,55.0,0.5799999999999998,46.81999999999999,0.08000000000000002,6.90,461.21
76,52.4,0.5539999999999999,34.385,0.37385000000000007,36.7,0.2,52.4,55.0,0.5799999999999998,48.07,0.08000000000000002,6.49,467.72
77,52.4,0.554,33.398999999999994,0.36399000000000004,36.1,0.8,52.4,55.0,0.5799999999999998,47.06,0.08000000000000002,6.23,473.97
78,50.8,0.5379999999999999,34.077,0.37077,38.5,0.2,50.8,55.0,0.5799999999999998,47.275,0.08000000000000002,6.44,480.42
79,53.0,0.5599999999999999,34.520999999999994,0.37521,38.0,0.0,53.0,55.0,0.5799999999999998,47.05499999999999,0.08000000000000002,6.22,486.67
80,52.2,0.5519999999999999,34.624,0.37624,38.3,0.8,52.2,55.0,0.5799999999999998,47.03,0.08000000000000002,6.39,493.07
81,52.0,0.55,33.929,0.36929,37.0,0.0,52.0,55.0,0.5799999999999998,47.54,0.08000000000000002,6.18,499.28
82,51.0,0.54,32.75899999999999,0.35759,35.6,0.2,51.0,55.0,0.5799999999999998,46.57,0.08000000000000002,6.16,505.46
83,53.2,0.5619999999999999,34.008,0.37008,38.5,0.0,53.2,55.0,0.5799999999999998,47.595,0.08000000000000002,6.49,511.97
84,52.2,0.552,34.50599999999999,0.37506,37.9,0.0,52.2,55.0,0.5799999999999998,47.760000000000005,0.08000000000000002,6.22,518.21
85,52.2,0.5519999999999999,33.260999999999996,0.36261000000000004,37.599999999999994,0.0,52.2,55.0,0.5799999999999998,47.48,0.08000000000000002,6.27,524.51
86,52.8,0.558,34.095,0.37095,37.6,0.4,52.8,55.0,0.5799999999999998,46.714999999999996,0.08000000000000002,6.28,530.81
87,52.4,0.554,32.77,0.35769999999999996,36.1,0.0,52.4,55.0,0.5799999999999998,46.95,0.08000000000000002,6.25,537.08
88,53.0,0.56,33.74100000000001,0.36741,37.5,0.0,53.0,55.0,0.5799999999999998,47.22,0.08000000000000002,6.14,543.25
89,53.2,0.5619999999999999,33.533,0.36533,35.7,0.4,53.2,55.0,0.5799999999999998,46.935,0.08000000000000002,6.31,549.59
90,50.6,0.536,34.273999999999994,0.37274,36.7,0.4,50.6,55.0,0.5799999999999998,46.644999999999996,0.08000000000000002,6.56,556.17
91,50.2,0.532,34.655,0.37655,37.4,0.2,50.2,55.0,0.5799999999999998,46.615,0.08000000000000002,6.87,563.06
92,52.2,0.552,34.427,0.37427,38.0,0.0,52.2,55.0,0.5799999999999998,47.145,0.08000000000000002,6.72,569.81
93,51.4,0.5439999999999999,33.571999999999996,0.36572000000000005,37.2,0.6,51.4,55.0,0.5799999999999998,46.565,0.08000000000000002,6.65,576.49
94,50.4,0.534,34.825,0.37825000000000003,38.0,0.2,50.4,55.0,0.5799999999999998,46.57000000000001,0.08000000000000002,6.92,583.43
95,52.8,0.558,34.774,0.37774,38.2,0.2,52.8,55.0,0.5799999999999998,46.835,0.08000000000000002,6.57,590.01
96,52.0,0.55,34.651,0.37651,38.5,0.0,52.0,55.0,0.5799999999999998,46.92,0.08000000000000002,6.75,596.79
97,53.6,0.5660000000000001,34.821999999999996,0.37822,38.8,0.6,53.6,55.0,0.5799999999999998,47.285000000000004,0.08000000000000002,6.96,603.78
98,54.6,0.5760000000000001,35.792,0.38792000000000004,37.5,0.4,54.6,55.0,0.5799999999999998,47.660000000000004,0.08000000000000002,6.93,610.73
99,52.6,0.556,34.650999999999996,0.37650999999999996,39.0,0.0,52.6,55.0,0.5799999999999998,47.345,0.08000000000000002,7.12,617.88
100,51.0,0.54,35.876999999999995,0.38877,40.1,0.2,51.0,55.0,0.5799999999999998,47.114999999999995,0.08000000000000002,6.98,624.88
101,53.2,0.5619999999999999,33.723000000000006,0.36723,37.8,0.2,53.2,55.0,0.5799999999999998,47.290000000000006,0.08000000000000002,6.64,631.54
102,52.2,0.5519999999999999,34.274,0.37274,37.5,0.6,52.2,55.0,0.5799999999999998,46.905,0.08000000000000002,7.16,638.73
103,50.2,0.532,35.645,0.38645,39.0,0.0,50.2,55.0,0.5799999999999998,47.13,0.08000000000000002,7.12,645.88
104,52.2,0.5519999999999999,35.416000000000004,0.38416000000000006,39.3,0.0,52.2,55.0,0.5799999999999998,47.025,0.08000000000000002,6.61,652.51
105,51.8,0.548,34.553000000000004,0.37553,37.400000000000006,0.0,51.8,55.0,0.5799999999999998,46.725,0.08000000000000002,6.23,658.77
106,53.4,0.5640000000000001,34.571000000000005,0.37571,38.0,0.2,53.4,55.0,0.5799999999999998,47.105000000000004,0.08000000000000002,6.58,665.36
107,52.2,0.552,35.117,0.38116999999999995,38.9,0.2,52.2,55.0,0.5799999999999998,47.739999999999995,0.08000000000000002,6.53,671.92
108,52.2,0.5519999999999999,35.32,0.3832,38.2,0.0,52.2,55.0,0.5799999999999998,47.269999999999996,0.08000000000000002,6.36,678.30
109,51.4,0.5439999999999999,35.141,0.38141,39.0,1.0,51.4,55.0,0.5799999999999998,47.475,0.08000000000000002,6.52,684.84
110,54.4,0.5740000000000001,34.783,0.37783,37.2,0.0,54.4,55.0,0.5799999999999998,47.495000000000005,0.08000000000000002,7.03,691.89
111,52.8,0.5579999999999999,36.293,0.39293,39.9,0.6,52.8,55.0,0.5799999999999998,47.905,0.08000000000000002,6.65,698.57
112,53.8,0.568,36.907999999999994,0.39908,40.2,0.6,53.8,55.0,0.5799999999999998,48.3,0.08000000000000002,6.46,705.04
113,54.4,0.5740000000000001,37.107,0.40107,39.4,2.6,54.4,55.0,0.5799999999999998,48.915,0.08000000000000002,6.96,712.03
114,52.0,0.55,37.399,0.40399,40.3,0.0,52.0,55.0,0.5799999999999998,48.49,0.08000000000000002,6.69,718.75
115,53.6,0.5660000000000001,36.800999999999995,0.39801000000000003,39.8,0.0,53.6,55.0,0.5799999999999998,49.095000000000006,0.08000000000000002,6.66,725.43
116,53.0,0.5599999999999999,38.724,0.41724000000000006,41.1,0.0,53.0,55.0,0.5799999999999998,49.015,0.08000000000000002,6.52,731.97
117,54.0,0.57,37.785,0.40785,41.3,0.8,54.0,55.0,0.5799999999999998,49.915,0.08000000000000002,6.27,738.26
118,52.0,0.55,38.585,0.41584999999999994,41.5,0.6,52.0,55.0,0.5799999999999998,49.175,0.08000000000000002,6.42,744.70
119,53.8,0.568,38.389,0.41389000000000004,41.3,0.0,53.8,55.0,0.5799999999999998,49.075,0.08000000000000002,6.77,751.48
120,53.8,0.568,38.449,0.41448999999999997,41.9,0.8,53.8,55.0,0.5799999999999998,49.31,0.08000000000000002,6.68,758.18
121,52.8,0.5579999999999999,37.496,0.40495999999999993,41.4,0.2,52.8,55.0,0.5799999999999998,49.629999999999995,0.08000000000000002,6.68,764.88
122,53.4,0.5640000000000001,39.082,0.4208200000000001,42.4,0.0,53.4,55.0,0.5799999999999998,49.905,0.08000000000000002,6.94,771.85
123,54.6,0.5760000000000001,39.461000000000006,0.42461,42.6,1.0,54.6,55.0,0.5799999999999998,50.42,0.08000000000000002,6.98,778.85
124,54.0,0.5700000000000001,39.212,0.42212000000000005,41.4,0.4,54.0,55.0,0.5799999999999998,49.9,0.08000000000000002,6.80,785.67
125,53.2,0.562,40.121,0.43121000000000004,43.4,1.8,53.2,55.0,0.5799999999999998,50.43,0.08000000000000002,7.29,792.98
126,53.4,0.564,39.836000000000006,0.42835999999999996,42.8,8.2,53.4,55.0,0.5799999999999998,50.375,0.08000000000000002,7.33,800.33
127,55.6,0.5860000000000001,39.717,0.42717,42.4,3.4,55.6,55.6,0.5860000000000001,50.39,0.08000000000000002,7.23,807.58
128,56.2,0.592,36.851,0.39851,40.1,5.4,56.2,56.2,0.592,49.535000000000004,0.08000000000000002,7.10,814.70
129,55.2,0.5820000000000001,38.766999999999996,0.41767000000000004,41.3,0.8,55.2,56.2,0.592,50.43,0.08000000000000002,6.85,821.58
130,55.2,0.5820000000000001,39.07899999999999,0.42079,42.3,0.2,55.2,56.2,0.592,50.394999999999996,0.08000000000000002,7.11,828.72
131,53.8,0.568,38.647,0.41647,41.6,0.2,53.8,56.2,0.592,50.005,0.08000000000000002,6.97,835.71
132,55.6,0.5860000000000001,38.049,0.4104900000000001,40.4,1.6,55.6,56.2,0.592,50.714999999999996,0.08000000000000002,7.30,843.04
133,54.6,0.5760000000000001,37.4,0.40399999999999997,40.0,4.2,54.6,56.2,0.592,50.269999999999996,0.08000000000000002,6.67,849.73
134,55.2,0.582,38.67100000000001,0.4167100000000001,42.3,0.6,55.2,56.2,0.592,51.17,0.08000000000000002,6.99,856.74
135,57.0,0.6,38.597,0.41597,42.1,3.0,57.0,57.0,0.6,50.785000000000004,0.08000000000000002,6.95,863.72
136,56.2,0.592,38.38400000000001,0.41384,41.6,0.8,56.2,57.0,0.6,50.56,0.08000000000000002,6.71,870.45
137,53.6,0.5660000000000001,38.592000000000006,0.41592,42.8,1.0,53.6,57.0,0.6,50.525,0.08000000000000002,6.86,877.33
138,56.8,0.5980000000000001,39.564,0.42564,42.2,2.4,56.8,57.0,0.6,50.345,0.08000000000000002,7.17,884.52
139,58.4,0.6140000000000001,38.291,0.41291000000000005,41.0,2.0,58.4,58.4,0.6140000000000001,50.44,0.08000000000000002,7.18,891.73
140,54.8,0.578,37.205000000000005,0.40204999999999996,42.2,0.4,54.8,58.4,0.6140000000000001,49.910000000000004,0.08000000000000002,7.16,898.91
141,56.8,0.598,37.556000000000004,0.40556,41.7,0.0,56.8,58.4,0.6140000000000001,51.135000000000005,0.08000000000000002,7.39,906.33
142,58.2,0.6120000000000001,37.300000000000004,0.40299999999999997,39.2,0.4,58.2,58.4,0.6140000000000001,49.995000000000005,0.08000000000000002,6.96,913.32
143,56.6,0.596,35.199,0.38199000000000005,39.1,0.4,56.6,58.4,0.6140000000000001,50.3,0.08000000000000002,6.78,920.12
144,56.6,0.596,36.16499999999999,0.39165,39.4,0.6,56.6,58.4,0.6140000000000001,50.42,0.08000000000000002,6.73,926.88
145,54.2,0.572,38.352999999999994,0.41353,42.2,0.0,54.2,58.4,0.6140000000000001,50.57,0.08000000000000002,7.12,934.02
146,53.2,0.562,35.212999999999994,0.38213,38.4,0.2,53.2,58.4,0.6140000000000001,49.589999999999996,0.08000000000000002,6.70,940.74
147,55.6,0.586,37.881,0.40881,41.6,0.2,55.6,58.4,0.6140000000000001,51.23499999999999,0.08000000000000002,6.94,947.71
148,54.2,0.5719999999999998,37.392,0.40392000000000006,39.8,1.0,54.2,58.4,0.6140000000000001,50.39,0.08000000000000002,7.01,954.75
149,55.2,0.582,38.99,0.41989999999999994,41.5,0.0,55.2,58.4,0.6140000000000001,50.975,0.08000000000000002,7.17,961.94
150,54.0,0.57,36.583,0.39582999999999996,39.900000000000006,0.4,54.0,58.4,0.6140000000000001,50.295,0.08000000000000002,7.26,969.23
151,57.4,0.604,37.281000000000006,0.40281,41.9,0.0,57.4,58.4,0.6140000000000001,50.845000000000006,0.08000000000000002,6.83,976.08
152,53.4,0.5639999999999998,37.611999999999995,0.4061199999999999,42.0,0.2,53.4,58.4,0.6140000000000001,50.21,0.08000000000000002,6.98,983.08
153,55.6,0.5860000000000001,38.260999999999996,0.41261,41.8,0.8,55.6,58.4,0.6140000000000001,50.46,0.08000000000000002,7.14,990.24
154,53.6,0.5660000000000001,38.631,0.41631,42.8,1.0,53.6,58.4,0.6140000000000001,50.144999999999996,0.08000000000000002,7.18,997.44
155,54.8,0.578,38.718,0.41718000000000005,42.0,1.2,54.8,58.4,0.6140000000000001,50.239999999999995,0.08000000000000002,7.18,1004.64
156,54.4,0.5740000000000001,37.966,0.40966,42.1,0.2,54.4,58.4,0.6140000000000001,50.760000000000005,0.08000000000000002,7.21,1011.87
157,54.4,0.5740000000000001,37.355000000000004,0.40355,40.5,0.2,54.4,58.4,0.6140000000000001,50.35,0.08000000000000002,6.73,1018.63
158,55.2,0.582,39.402,0.42402,42.9,1.4,55.2,58.4,0.6140000000000001,51.205,0.08000000000000002,7.64,1026.29
159,56.6,0.5960000000000001,36.473,0.39472999999999997,40.1,0.2,56.6,58.4,0.6140000000000001,50.695,0.08000000000000002,6.97,1033.29
160,55.0,0.58,37.300000000000004,0.403,40.6,0.8,55.0,58.4,0.6140000000000001,50.37,0.08000000000000002,6.83,1040.14
161,54.0,0.57,35.812999999999995,0.38813000000000003,40.0,0.6,54.0,58.4,0.6140000000000001,50.114999999999995,0.08000000000000002,6.91,1047.08
162,54.6,0.576,36.928999999999995,0.39929000000000003,40.400000000000006,0.0,54.6,58.4,0.6140000000000001,50.055,0.08000000000000002,6.92,1054.03
163,56.2,0.5920000000000001,39.097,0.42096999999999996,43.0,0.2,56.2,58.4,0.6140000000000001,50.714999999999996,0.08000000000000002,7.26,1061.31
164,55.8,0.5879999999999999,35.445,0.38445,40.2,0.4,55.8,58.4,0.6140000000000001,50.7,0.08000000000000002,6.65,1067.98
165,55.0,0.5800000000000001,37.591,0.40590999999999994,41.4,1.2,55.0,58.4,0.6140000000000001,50.405,0.08000000000000002,7.19,1075.19
166,55.0,0.58,38.28900000000001,0.41289000000000003,43.0,1.8,55.0,58.4,0.6140000000000001,50.805,0.08000000000000002,7.45,1082.67
167,54.8,0.578,38.776,0.41775999999999996,42.7,0.2,54.8,58.4,0.6140000000000001,51.055,0.08000000000000002,6.91,1089.61
168,55.4,0.584,40.406,0.43406,43.2,0.2,55.4,58.4,0.6140000000000001,51.43499999999999,0.08000000000000002,7.33,1096.95
169,55.8,0.588,40.099000000000004,0.43099000000000004,44.2,0.4,55.8,58.4,0.6140000000000001,51.385000000000005,0.08000000000000002,6.80,1103.78
170,56.0,0.59,39.501999999999995,0.42502,43.7,2.4,56.0,58.4,0.6140000000000001,50.89,0.08000000000000002,6.75,1110.54
171,54.8,0.578,38.071999999999996,0.41072000000000003,42.599999999999994,0.0,54.8,58.4,0.6140000000000001,50.475,0.08000000000000002,6.74,1117.30
172,56.2,0.592,41.051,0.44051,44.3,0.0,56.2,58.4,0.6140000000000001,51.760000000000005,0.08000000000000002,7.21,1124.52
173,55.6,0.5860000000000001,41.631,0.44631,46.1,0.0,55.6,58.4,0.6140000000000001,51.775,0.08000000000000002,7.06,1131.60
174,54.8,0.5780000000000001,38.928000000000004,0.41928000000000004,41.6,0.4,54.8,58.4,0.6140000000000001,50.675,0.08000000000000002,7.12,1138.74
175,54.6,0.576,39.763000000000005,0.42763000000000007,44.0,0.6,54.6,58.4,0.6140000000000001,50.405,0.08000000000000002,7.01,1145.76
176,54.4,0.574,38.155,0.41155,43.6,0.0,54.4,58.4,0.6140000000000001,50.795,0.08000000000000002,6.65,1152.42
177,55.2,0.5820000000000001,37.016999999999996,0.40016999999999997,41.6,0.0,55.2,58.4,0.6140000000000001,50.83,0.08000000000000002,6.56,1159.01
178,56.0,0.59,38.96,0.41960000000000003,43.9,0.0,56.0,58.4,0.6140000000000001,51.620000000000005,0.08000000000000002,7.11,1166.13
179,55.0,0.58,37.485,0.40485,41.7,0.2,55.0,58.4,0.6140000000000001,51.19500000000001,0.08000000000000002,7.08,1173.23
180,56.0,0.5900000000000001,39.066,0.42066000000000003,44.2,0.2,56.0,58.4,0.6140000000000001,51.65,0.08000000000000002,6.90,1180.15
181,56.0,0.59,39.368,0.42367999999999995,43.599999999999994,2.0,56.0,58.4,0.6140000000000001,51.605,0.08000000000000002,6.85,1187.02
182,55.6,0.5860000000000001,38.94200000000001,0.4194199999999999,42.3,1.0,55.6,58.4,0.6140000000000001,51.295,0.08000000000000002,6.73,1193.76
183,55.0,0.5800000000000001,37.597,0.40597,42.7,0.0,55.0,58.4,0.6140000000000001,51.410000000000004,0.08000000000000002,7.07,1200.85
184,55.8,0.588,36.199,0.39199,40.400000000000006,0.2,55.8,58.4,0.6140000000000001,50.41,0.08000000000000002,6.76,1207.63
185,55.0,0.58,38.526,0.41526,41.4,0.0,55.0,58.4,0.6140000000000001,51.290000000000006,0.08000000000000002,6.76,1214.40
186,57.0,0.5999999999999999,40.172,0.43172,43.7,0.2,57.0,58.4,0.6140000000000001,52.279999999999994,0.08000000000000002,7.11,1221.53
187,55.2,0.582,39.274,0.42274,43.6,0.0,55.2,58.4,0.6140000000000001,51.709999999999994,0.08000000000000002,6.79,1228.33
188,56.2,0.592,41.38700000000001,0.44387,44.7,1.4,56.2,58.4,0.6140000000000001,52.17999999999999,0.08000000000000002,7.20,1235.55
189,56.0,0.5900000000000001,39.22,0.42219999999999996,43.7,0.2,56.0,58.4,0.6140000000000001,52.334999999999994,0.08000000000000002,6.72,1242.29
190,57.6,0.6060000000000001,38.954,0.41954,42.400000000000006,0.0,57.6,58.4,0.6140000000000001,51.54,0.08000000000000002,6.72,1249.03
191,56.4,0.5940000000000001,39.212,0.42211999999999994,42.8,0.0,56.4,58.4,0.6140000000000001,51.910000000000004,0.08000000000000002,6.65,1255.69
192,57.2,0.602,36.99100000000001,0.39991,40.8,0.2,57.2,58.4,0.6140000000000001,51.13,0.08000000000000002,6.40,1262.11
193,55.2,0.582,38.742000000000004,0.41741999999999996,43.0,0.8,55.2,58.4,0.6140000000000001,51.315,0.08000000000000002,6.74,1268.87
194,55.0,0.58,37.958,0.40958,41.3,0.0,55.0,58.4,0.6140000000000001,51.279999999999994,0.08000000000000002,6.52,1275.41
