generation,best_score,best_coverage,avg_score,avg_coverage,median_score,min_score,max_score,best_ever_score,best_ever_coverage,elite_avg_score,sigma,gen_time,total_time,single_best_score,single_best_coverage
19,54.6,0.576,37.69933333333333,0.4069933333333334,41.3,0.0,54.6,58.0,0.61,51.776,0.08000000000000002,9.95,182.86,64,0.67
20,56.0,0.59,39.354,0.42353999999999997,43.3,0.0,56.0,58.0,0.61,51.87999999999999,0.08000000000000002,10.13,193.02,64,0.67
21,57.8,0.608,39.14066666666667,0.4214066666666667,43.8,0.2,57.8,58.0,0.61,52.647999999999996,0.08000000000000002,10.19,203.25,65,0.68
22,57.4,0.604,39.91133333333333,0.42911333333333335,43.3,0.0,57.4,58.0,0.61,52.224000000000004,0.08000000000000002,10.15,213.45,66,0.69
23,57.0,0.5999999999999999,39.86600000000001,0.42866000000000004,43.9,0.0,57.0,58.0,0.61,52.47200000000001,0.08000000000000002,10.37,223.85,69,0.72
24,55.8,0.5879999999999999,40.18266666666667,0.4318266666666667,43.4,0.4,55.8,58.0,0.61,51.824,0.08000000000000002,10.53,234.41,62,0.65
25,56.4,0.5940000000000001,39.86133333333334,0.42861333333333335,43.9,0.2,56.4,58.0,0.61,52.416000000000004,0.08000000000000002,10.62,245.06,64,0.67
26,55.8,0.588,39.47266666666666,0.4247266666666667,42.2,0.6,55.8,58.0,0.61,52.052,0.08000000000000002,10.08,255.17,66,0.69
27,55.8,0.5880000000000001,40.364666666666665,0.4336466666666666,44.2,0.0,55.8,58.0,0.61,51.88399999999999,0.08000000000000002,10.48,265.68,66,0.69
28,55.8,0.588,40.455333333333336,0.4345533333333334,45.2,0.0,55.8,58.0,0.61,52.48,0.08000000000000002,10.35,276.05,65,0.68
29,56.8,0.598,41.582,0.44582000000000005,45.0,0.0,56.8,58.0,0.61,52.22,0.08000000000000002,10.65,286.72,64,0.67
30,55.0,0.5800000000000001,41.164,0.4416400000000001,44.0,0.0,55.0,58.0,0.61,52.044,0.08000000000000002,10.17,296.92,66,0.69
31,57.0,0.6,39.022666666666666,0.42022666666666675,41.9,0.0,57.0,58.0,0.61,51.592000000000006,0.08000000000000002,9.99,306.94,66,0.69
32,57.2,0.602,40.49733333333334,0.4349733333333334,43.7,0.0,57.2,58.0,0.61,52.56799999999999,0.08000000000000002,9.99,316.96,63,0.66
33,55.8,0.588,40.488,0.43488,43.8,0.2,55.8,58.0,0.61,52.10799999999999,0.08000000000000002,10.18,327.16,62,0.65
34,55.6,0.5860000000000001,41.07066666666667,0.44070666666666664,44.4,1.4,55.6,58.0,0.61,52.592,0.08000000000000002,10.30,337.49,65,0.68
35,55.2,0.5820000000000001,40.75333333333333,0.43753333333333333,44.3,0.6,55.2,58.0,0.61,52.636,0.08000000000000002,10.34,347.86,64,0.67
36,57.2,0.602,40.96333333333333,0.43963333333333326,44.0,0.0,57.2,58.0,0.61,52.82,0.08000000000000002,10.48,358.37,64,0.67
37,57.4,0.604,40.97666666666667,0.4397666666666667,44.4,0.2,57.4,58.0,0.61,52.69200000000001,0.08000000000000002,10.57,368.97,68,0.71
38,56.4,0.5940000000000001,41.79133333333334,0.4479133333333334,44.2,0.4,56.4,58.0,0.61,52.48,0.08000000000000002,10.19,379.19,64,0.67
39,56.2,0.592,40.27466666666667,0.4327466666666666,44.2,0.0,56.2,58.0,0.61,52.788000000000004,0.08000000000000002,10.18,389.40,64,0.67
40,56.8,0.5980000000000001,40.38933333333333,0.43389333333333335,44.1,0.0,56.8,58.0,0.61,52.47599999999999,0.08000000000000002,10.45,399.87,65,0.68
41,56.8,0.598,40.33,0.4333,43.2,0.0,56.8,58.0,0.61,52.328,0.08000000000000002,9.88,409.78,67,0.7
42,57.6,0.6060000000000001,40.09866666666667,0.43098666666666663,44.1,0.0,57.6,58.0,0.61,52.764,0.08000000000000002,9.90,419.71,67,0.7
43,57.0,0.6,40.76266666666666,0.4376266666666667,44.0,1.4,57.0,58.0,0.61,52.25200000000001,0.08000000000000002,10.09,429.84,64,0.67
44,55.6,0.586,41.632666666666665,0.44632666666666676,44.7,6.4,55.6,58.0,0.61,52.176,0.08000000000000002,10.33,440.20,66,0.69
45,55.6,0.586,40.587333333333326,0.43587333333333333,43.3,0.0,55.6,58.0,0.61,52.61600000000001,0.08000000000000002,10.42,450.65,66,0.69
46,55.6,0.5860000000000001,41.554,0.44554000000000005,43.8,0.0,55.6,58.0,0.61,52.06400000000001,0.08000000000000002,10.66,461.35,64,0.67
47,55.2,0.582,42.01466666666667,0.4501466666666667,44.3,2.2,55.2,58.0,0.61,51.92,0.08000000000000002,10.80,472.18,64,0.67
48,56.0,0.5900000000000001,42.00066666666667,0.4500066666666667,45.0,1.4,56.0,58.0,0.61,52.51200000000001,0.08000000000000002,10.66,482.88,65,0.68
49,57.6,0.6060000000000001,42.154,0.45153999999999994,44.9,4.8,57.6,58.0,0.61,52.42,0.08000000000000002,10.59,493.51,64,0.67
50,57.8,0.608,42.005333333333326,0.4500533333333333,44.6,1.2,57.8,58.0,0.61,52.67999999999999,0.08000000000000002,10.50,504.04,64,0.67
51,56.8,0.598,42.75533333333333,0.4575533333333333,45.4,2.6,56.8,58.0,0.61,52.855999999999995,0.08000000000000002,10.96,515.04,63,0.66
52,56.8,0.5980000000000001,41.59,0.44589999999999996,43.9,1.0,56.8,58.0,0.61,52.732,0.08000000000000002,10.79,525.87,65,0.68
53,56.4,0.594,40.974666666666664,0.4397466666666666,43.8,1.6,56.4,58.0,0.61,52.66,0.08000000000000002,10.32,536.22,63,0.66
54,57.0,0.5999999999999999,41.59733333333334,0.4459733333333332,44.0,1.8,57.0,58.0,0.61,52.656000000000006,0.08000000000000002,10.29,546.54,65,0.68
55,55.4,0.584,42.21866666666667,0.4521866666666667,44.7,1.2,55.4,58.0,0.61,52.5,0.08000000000000002,10.10,556.67,65,0.68
56,58.8,0.6180000000000001,41.967999999999996,0.44967999999999997,44.4,0.2,58.8,58.8,0.6180000000000001,53.076,0.08000000000000002,10.25,566.94,69,0.72
57,56.0,0.59,40.87133333333333,0.43871333333333334,44.4,1.8,56.0,58.8,0.6180000000000001,52.748000000000005,0.08000000000000002,10.43,577.40,63,0.66
58,55.4,0.584,43.437333333333335,0.46437333333333336,45.1,0.0,55.4,58.8,0.6180000000000001,52.727999999999994,0.08000000000000002,10.42,587.85,65,0.68
59,55.8,0.588,41.641333333333336,0.4464133333333333,45.0,0.0,55.8,58.8,0.6180000000000001,52.72,0.08000000000000002,10.07,597.95,68,0.71
60,56.4,0.594,42.18933333333334,0.45189333333333337,45.0,1.2,56.4,58.8,0.6180000000000001,53.3,0.08000000000000002,10.38,608.35,65,0.68
61,55.2,0.582,41.12266666666667,0.44122666666666666,43.9,4.0,55.2,58.8,0.6180000000000001,52.29199999999999,0.08000000000000002,10.68,619.05,64,0.67
62,56.2,0.592,42.60933333333333,0.45609333333333335,45.2,0.0,56.2,58.8,0.6180000000000001,52.516000000000005,0.08000000000000002,10.36,629.44,66,0.69
63,57.0,0.6,41.63733333333333,0.44637333333333334,44.4,1.0,57.0,58.8,0.6180000000000001,52.42800000000001,0.08000000000000002,10.23,639.70,66,0.69
64,56.8,0.5980000000000001,41.13866666666666,0.44138666666666665,44.0,2.0,56.8,58.8,0.6180000000000001,52.14,0.08000000000000002,10.36,650.09,63,0.66
65,56.4,0.594,41.297333333333334,0.44297333333333333,45.1,2.0,56.4,58.8,0.6180000000000001,52.352000000000004,0.08000000000000002,10.38,660.50,66,0.69
66,55.0,0.5799999999999998,39.92066666666667,0.4292066666666667,44.2,0.2,55.0,58.8,0.6180000000000001,51.8,0.08000000000000002,9.88,670.40,66,0.69
67,56.6,0.596,40.00866666666667,0.43008666666666673,43.4,0.0,56.6,58.8,0.6180000000000001,52.184,0.08000000000000002,10.01,680.43,63,0.66
68,56.2,0.5919999999999999,41.120000000000005,0.4411999999999999,44.0,5.6,56.2,58.8,0.6180000000000001,52.008,0.08000000000000002,10.60,691.06,64,0.67
69,56.8,0.598,39.72733333333333,0.4272733333333334,42.3,0.4,56.8,58.8,0.6180000000000001,50.97200000000001,0.08000000000000002,9.89,700.98,64,0.67
70,54.6,0.576,39.52133333333334,0.42521333333333333,42.4,0.8,54.6,58.8,0.6180000000000001,51.52400000000001,0.08000000000000002,10.50,711.50,62,0.65
71,56.2,0.592,40.46,0.4346,44.0,1.2,56.2,58.8,0.6180000000000001,52.2,0.08000000000000002,10.44,721.98,65,0.68
72,58.2,0.612,39.815999999999995,0.42815999999999993,42.5,0.0,58.2,58.8,0.6180000000000001,51.912,0.08000000000000002,10.09,732.11,66,0.69
73,56.8,0.5980000000000001,39.81666666666667,0.42816666666666664,42.2,0.2,56.8,58.8,0.6180000000000001,51.72,0.08000000000000002,11.06,743.21,65,0.68
74,57.2,0.6020000000000001,40.87066666666667,0.43870666666666663,43.3,0.2,57.2,58.8,0.6180000000000001,52.751999999999995,0.08000000000000002,10.15,753.40,67,0.7
75,56.0,0.59,40.81733333333334,0.4381733333333333,44.400000000000006,3.6,56.0,58.8,0.6180000000000001,52.55200000000001,0.08000000000000002,10.35,763.79,65,0.68
76,55.8,0.5880000000000001,39.39666666666667,0.4239666666666667,42.4,0.0,55.8,58.8,0.6180000000000001,51.78,0.08000000000000002,10.63,774.45,66,0.69
77,55.0,0.58,42.75666666666667,0.4575666666666666,44.8,3.4,55.0,58.8,0.6180000000000001,52.324,0.08000000000000002,11.20,785.68,64,0.67
78,55.8,0.588,39.608666666666664,0.42608666666666667,43.9,0.2,55.8,58.8,0.6180000000000001,52.023999999999994,0.08000000000000002,10.92,796.64,64,0.67
79,56.0,0.5900000000000001,40.92533333333333,0.4392533333333334,43.4,0.8,56.0,58.8,0.6180000000000001,52.588,0.08000000000000002,10.61,807.29,64,0.67
80,56.2,0.5919999999999999,40.81133333333332,0.4381133333333333,43.6,0.2,56.2,58.8,0.6180000000000001,51.983999999999995,0.08000000000000002,10.44,817.75,67,0.7
81,55.6,0.586,42.77333333333333,0.4577333333333333,45.3,1.2,55.6,58.8,0.6180000000000001,52.7,0.08000000000000002,11.05,828.83,66,0.69
82,57.0,0.6000000000000001,41.35,0.44350000000000006,43.7,4.0,57.0,58.8,0.6180000000000001,52.844000000000015,0.08000000000000002,10.76,839.62,65,0.68
83,57.6,0.606,43.035999999999994,0.46036,45.6,2.8,57.6,58.8,0.6180000000000001,52.488,0.08000000000000002,11.07,850.73,65,0.68
84,57.2,0.602,42.184000000000005,0.4518400000000001,45.1,5.6,57.2,58.8,0.6180000000000001,52.504,0.08000000000000002,10.68,861.44,65,0.68
85,56.4,0.5940000000000001,42.19466666666666,0.45194666666666666,44.9,5.0,56.4,58.8,0.6180000000000001,53.188,0.08000000000000002,10.95,872.41,66,0.69
86,56.2,0.592,43.87866666666667,0.46878666666666663,46.6,2.2,56.2,58.8,0.6180000000000001,53.396000000000015,0.08000000000000002,11.23,883.68,65,0.68
87,56.2,0.5920000000000001,45.07733333333333,0.48077333333333344,46.8,3.6,56.2,58.8,0.6180000000000001,53.54800000000001,0.08000000000000002,11.16,894.86,63,0.66
88,56.0,0.59,45.28933333333333,0.48289333333333334,47.2,9.4,56.0,58.8,0.6180000000000001,53.548,0.08000000000000002,11.49,906.38,65,0.68
89,57.6,0.606,45.614000000000004,0.48613999999999996,47.4,0.6,57.6,58.8,0.6180000000000001,53.76,0.08000000000000002,11.50,917.90,63,0.66
90,57.4,0.604,44.862,0.47861999999999993,46.9,9.6,57.4,58.8,0.6180000000000001,53.848,0.08000000000000002,11.85,929.79,63,0.66
91,56.8,0.5980000000000001,44.62933333333333,0.47629333333333335,47.2,0.6,56.8,58.8,0.6180000000000001,53.61600000000001,0.08000000000000002,11.63,941.45,65,0.68
92,57.0,0.6,44.47266666666666,0.4747266666666667,46.8,3.0,57.0,58.8,0.6180000000000001,53.596,0.08000000000000002,10.96,952.45,65,0.68
93,58.0,0.61,43.34,0.46340000000000003,46.1,2.2,58.0,58.8,0.6180000000000001,53.74800000000001,0.08000000000000002,11.14,963.62,64,0.67
94,57.6,0.6060000000000001,43.784666666666666,0.46784666666666663,45.9,3.6,57.6,58.8,0.6180000000000001,53.464000000000006,0.08000000000000002,11.77,975.43,68,0.71
95,57.6,0.606,44.053333333333335,0.4705333333333334,46.4,2.0,57.6,58.8,0.6180000000000001,53.20399999999999,0.08000000000000002,11.71,987.17,66,0.69
96,58.2,0.612,44.55733333333333,0.47557333333333335,46.6,3.6,58.2,58.8,0.6180000000000001,54.407999999999994,0.08000000000000002,11.28,998.48,66,0.69
97,56.2,0.592,44.03666666666667,0.4703666666666667,46.2,1.8,56.2,58.8,0.6180000000000001,53.395999999999994,0.08000000000000002,11.40,1009.92,64,0.67
98,58.6,0.616,43.28666666666667,0.4628666666666667,46.7,0.0,58.6,58.8,0.6180000000000001,53.99599999999999,0.08000000000000002,11.80,1021.76,65,0.68
99,58.0,0.61,43.51,0.4651,46.7,0.0,58.0,58.8,0.6180000000000001,53.60400000000001,0.08000000000000002,10.90,1032.69,67,0.7
100,56.2,0.592,43.24333333333333,0.4624333333333333,46.6,0.8,56.2,58.8,0.6180000000000001,53.79599999999999,0.08000000000000002,11.32,1044.04,65,0.68
