event,step,episodes,episode_steps,episode_score,death_reason,avg_score,avg_loss,best_score,replay_size,eval_score,eval_score_median,eval_score_max,eval_reward,eval_death_self,eval_death_wall,eval_death_timeout,best_eval
episode,4475,48,50,0,timeout,,,5,4475,,,,,,,,
episode,4583,49,108,1,timeout,,,5,4583,,,,,,,,
episode,4633,50,50,0,timeout,,,5,4633,,,,,,,,
episode,4735,51,102,1,timeout,,,5,4735,,,,,,,,
episode,4825,52,90,1,timeout,,,5,4825,,,,,,,,
episode,4875,53,50,0,timeout,,,5,4875,,,,,,,,
episode,4925,54,50,0,timeout,,,5,4925,,,,,,,,
episode,4975,55,50,0,timeout,,,5,4975,,,,,,,,
episode,5075,56,100,1,timeout,,,5,5075,,,,,,,,
episode,5186,57,111,1,timeout,,,5,5186,,,,,,,,
episode,5755,58,569,9,wall,,,9,5755,,,,,,,,
train,6000,58,,,,1.0172413793103448,0.3020369137823582,9,6000,,,,,,,,
episode,6065,59,310,5,self,,,9,6065,,,,,,,,
episode,6115,60,50,0,timeout,,,9,6115,,,,,,,,
episode,6144,61,29,1,wall,,,9,6144,,,,,,,,
episode,6194,62,50,0,timeout,,,9,6194,,,,,,,,
episode,6407,63,213,6,self,,,9,6407,,,,,,,,
episode,6457,64,50,0,timeout,,,9,6457,,,,,,,,
episode,6507,65,50,0,timeout,,,9,6507,,,,,,,,
episode,6525,66,18,2,wall,,,9,6525,,,,,,,,
episode,6681,67,156,4,self,,,9,6681,,,,,,,,
episode,6731,68,50,0,timeout,,,9,6731,,,,,,,,
episode,6781,69,50,0,timeout,,,9,6781,,,,,,,,
episode,6831,70,50,0,timeout,,,9,6831,,,,,,,,
episode,6881,71,50,0,timeout,,,9,6881,,,,,,,,
episode,7062,72,181,2,timeout,,,9,7062,,,,,,,,
episode,7072,73,10,0,wall,,,9,7072,,,,,,,,
episode,7164,74,92,1,timeout,,,9,7164,,,,,,,,
episode,7214,75,50,0,timeout,,,9,7214,,,,,,,,
episode,7234,76,20,0,wall,,,9,7234,,,,,,,,
episode,7349,77,115,1,timeout,,,9,7349,,,,,,,,
episode,7438,78,89,2,wall,,,9,7438,,,,,,,,
episode,7484,79,46,0,wall,,,9,7484,,,,,,,,
episode,7534,80,50,0,timeout,,,9,7534,,,,,,,,
episode,7710,81,176,2,timeout,,,9,7710,,,,,,,,
episode,7760,82,50,0,timeout,,,9,7760,,,,,,,,
episode,7791,83,31,1,wall,,,9,7791,,,,,,,,
episode,7804,84,13,0,wall,,,9,7804,,,,,,,,
episode,7907,85,103,1,timeout,,,9,7907,,,,,,,,
episode,7957,86,50,0,timeout,,,9,7957,,,,,,,,
train,8000,86,,,,1.0116279069767442,0.18555931948125362,9,8000,,,,,,,,
episode,8007,87,50,0,timeout,,,9,8007,,,,,,,,
episode,8057,88,50,0,timeout,,,9,8057,,,,,,,,
episode,8171,89,114,2,timeout,,,9,8171,,,,,,,,
episode,8274,90,103,3,self,,,9,8274,,,,,,,,
episode,8352,91,78,1,timeout,,,9,8352,,,,,,,,
episode,8490,92,138,2,timeout,,,9,8490,,,,,,,,
episode,8583,93,93,1,timeout,,,9,8583,,,,,,,,
episode,8639,94,56,1,wall,,,9,8639,,,,,,,,
episode,8689,95,50,0,timeout,,,9,8689,,,,,,,,
episode,8769,96,80,1,timeout,,,9,8769,,,,,,,,
episode,8778,97,9,0,wall,,,9,8778,,,,,,,,
episode,8828,98,50,0,timeout,,,9,8828,,,,,,,,
episode,8878,99,50,0,timeout,,,9,8878,,,,,,,,
episode,8928,100,50,0,timeout,,,9,8928,,,,,,,,
episode,9024,101,96,1,timeout,,,9,9024,,,,,,,,
episode,9073,102,49,2,wall,,,9,9073,,,,,,,,
episode,9123,103,50,0,timeout,,,9,9123,,,,,,,,
episode,9202,104,79,1,timeout,,,9,9202,,,,,,,,
episode,9384,105,182,2,timeout,,,9,9384,,,,,,,,
episode,9473,106,89,1,timeout,,,9,9473,,,,,,,,
episode,9537,107,64,3,self,,,9,9537,,,,,,,,
episode,9587,108,50,0,timeout,,,9,9587,,,,,,,,
episode,9637,109,50,0,timeout,,,9,9637,,,,,,,,
episode,9724,110,87,1,timeout,,,9,9724,,,,,,,,
episode,9848,111,124,1,timeout,,,9,9848,,,,,,,,
train,10000,111,,,,0.99,0.23880862914025783,9,10000,,,,,,,,
eval,10000,111,,,,,,9,,1.149999976158142,1.0,4,5.346600532531738,2,2,16,1.149999976158142
episode,10053,112,205,3,timeout,,,9,10053,,,,,,,,
episode,10103,113,50,0,timeout,,,9,10103,,,,,,,,
episode,10153,114,50,0,timeout,,,9,10153,,,,,,,,
episode,10172,115,19,1,wall,,,9,10172,,,,,,,,
episode,10311,116,139,2,wall,,,9,10311,,,,,,,,
episode,10377,117,66,3,self,,,9,10377,,,,,,,,
episode,10427,118,50,0,timeout,,,9,10427,,,,,,,,
episode,10510,119,83,1,timeout,,,9,10510,,,,,,,,
episode,10560,120,50,0,timeout,,,9,10560,,,,,,,,
episode,10608,121,48,3,wall,,,9,10608,,,,,,,,
episode,10716,122,108,1,timeout,,,9,10716,,,,,,,,
episode,10816,123,100,1,timeout,,,9,10816,,,,,,,,
episode,10930,124,114,3,self,,,9,10930,,,,,,,,
episode,10968,125,38,0,wall,,,9,10968,,,,,,,,
episode,11150,126,182,2,timeout,,,9,11150,,,,,,,,
episode,11243,127,93,3,wall,,,9,11243,,,,,,,,
episode,11304,128,61,1,wall,,,9,11304,,,,,,,,
episode,11354,129,50,0,timeout,,,9,11354,,,,,,,,
episode,11404,130,50,0,timeout,,,9,11404,,,,,,,,
episode,11454,131,50,0,timeout,,,9,11454,,,,,,,,
episode,11527,132,73,3,self,,,9,11527,,,,,,,,
episode,11577,133,50,0,timeout,,,9,11577,,,,,,,,
episode,11589,134,12,0,wall,,,9,11589,,,,,,,,
episode,11597,135,8,1,wall,,,9,11597,,,,,,,,
episode,11647,136,50,0,timeout,,,9,11647,,,,,,,,
episode,11666,137,19,1,wall,,,9,11666,,,,,,,,
episode,11716,138,50,0,timeout,,,9,11716,,,,,,,,
episode,11766,139,50,0,timeout,,,9,11766,,,,,,,,
episode,11930,140,164,2,timeout,,,9,11930,,,,,,,,
train,12000,140,,,,1.0,0.27418328024446964,9,12000,,,,,,,,
episode,12019,141,89,1,timeout,,,9,12019,,,,,,,,
episode,12124,142,105,1,timeout,,,9,12124,,,,,,,,
episode,12249,143,125,3,self,,,9,12249,,,,,,,,
episode,12278,144,29,1,wall,,,9,12278,,,,,,,,
episode,12312,145,34,1,wall,,,9,12312,,,,,,,,
episode,12415,146,103,1,timeout,,,9,12415,,,,,,,,
episode,12585,147,170,2,timeout,,,9,12585,,,,,,,,
episode,12779,148,194,2,timeout,,,9,12779,,,,,,,,
episode,12812,149,33,1,wall,,,9,12812,,,,,,,,
episode,12911,150,99,1,timeout,,,9,12911,,,,,,,,
episode,13009,151,98,1,timeout,,,9,13009,,,,,,,,
episode,13039,152,30,2,wall,,,9,13039,,,,,,,,
episode,13089,153,50,0,timeout,,,9,13089,,,,,,,,
episode,13139,154,50,0,timeout,,,9,13139,,,,,,,,
episode,13189,155,50,0,timeout,,,9,13189,,,,,,,,
episode,13198,156,9,0,wall,,,9,13198,,,,,,,,
episode,13248,157,50,0,timeout,,,9,13248,,,,,,,,
episode,13298,158,50,0,timeout,,,9,13298,,,,,,,,
episode,13391,159,93,2,wall,,,9,13391,,,,,,,,
episode,13781,160,390,4,timeout,,,9,13781,,,,,,,,
episode,13938,161,157,4,self,,,9,13938,,,,,,,,
episode,13984,162,46,2,wall,,,9,13984,,,,,,,,
train,14000,162,,,,1.05,0.3145563831925392,9,14000,,,,,,,,
episode,14034,163,50,0,timeout,,,9,14034,,,,,,,,
episode,14149,164,115,2,timeout,,,9,14149,,,,,,,,
episode,14257,165,108,2,timeout,,,9,14257,,,,,,,,
episode,14365,166,108,2,wall,,,9,14365,,,,,,,,
episode,14386,167,21,0,wall,,,9,14386,,,,,,,,
episode,14436,168,50,0,timeout,,,9,14436,,,,,,,,
episode,14486,169,50,0,timeout,,,9,14486,,,,,,,,
episode,14489,170,3,0,wall,,,9,14489,,,,,,,,
episode,14574,171,85,1,timeout,,,9,14574,,,,,,,,
episode,14669,172,95,1,timeout,,,9,14669,,,,,,,,
episode,14765,173,96,1,timeout,,,9,14765,,,,,,,,
episode,14815,174,50,0,timeout,,,9,14815,,,,,,,,
episode,14852,175,37,1,wall,,,9,14852,,,,,,,,
episode,14941,176,89,1,timeout,,,9,14941,,,,,,,,
episode,14962,177,21,0,wall,,,9,14962,,,,,,,,
episode,15052,178,90,3,wall,,,9,15052,,,,,,,,
episode,15102,179,50,0,timeout,,,9,15102,,,,,,,,
episode,15116,180,14,0,wall,,,9,15116,,,,,,,,
episode,15214,181,98,1,timeout,,,9,15214,,,,,,,,
