event,step,episodes,episode_steps,episode_score,death_reason,episode_length,avg_score,avg_loss,best_score,replay_size,eval_score,eval_score_median,eval_score_max,eval_reward,eval_avg_length,eval_max_length,eval_death_self,eval_death_wall,eval_death_timeout,best_eval
episode,13780,384,105,1,timeout,3,,,4,13780,,,,,,,,,,
episode,13821,385,41,0,wall,2,,,4,13821,,,,,,,,,,
episode,13871,386,50,0,timeout,2,,,4,13871,,,,,,,,,,
episode,13921,387,50,0,timeout,2,,,4,13921,,,,,,,,,,
episode,13971,388,50,0,timeout,2,,,4,13971,,,,,,,,,,
train,14000,388,,,,,0.35,0.28880359083414076,4,14000,,,,,,,,,,
episode,14021,389,50,0,timeout,2,,,4,14021,,,,,,,,,,
episode,14105,390,84,1,timeout,3,,,4,14105,,,,,,,,,,
episode,14155,391,50,0,timeout,2,,,4,14155,,,,,,,,,,
episode,14205,392,50,0,timeout,2,,,4,14205,,,,,,,,,,
episode,14286,393,81,1,timeout,3,,,4,14286,,,,,,,,,,
episode,14336,394,50,0,timeout,2,,,4,14336,,,,,,,,,,
episode,14386,395,50,0,timeout,2,,,4,14386,,,,,,,,,,
episode,14424,396,38,0,wall,2,,,4,14424,,,,,,,,,,
episode,14536,397,112,1,timeout,3,,,4,14536,,,,,,,,,,
episode,14586,398,50,0,timeout,2,,,4,14586,,,,,,,,,,
episode,14587,399,1,0,wall,2,,,4,14587,,,,,,,,,,
episode,14637,400,50,0,timeout,2,,,4,14637,,,,,,,,,,
episode,14687,401,50,0,timeout,2,,,4,14687,,,,,,,,,,
episode,14773,402,86,1,timeout,3,,,4,14773,,,,,,,,,,
episode,14823,403,50,0,timeout,2,,,4,14823,,,,,,,,,,
episode,14873,404,50,0,timeout,2,,,4,14873,,,,,,,,,,
episode,14923,405,50,0,timeout,2,,,4,14923,,,,,,,,,,
episode,14973,406,50,0,timeout,2,,,4,14973,,,,,,,,,,
episode,15067,407,94,1,timeout,3,,,4,15067,,,,,,,,,,
episode,15117,408,50,0,timeout,2,,,4,15117,,,,,,,,,,
episode,15256,409,139,3,self,5,,,4,15256,,,,,,,,,,
episode,15337,410,81,1,timeout,3,,,4,15337,,,,,,,,,,
episode,15427,411,90,1,timeout,3,,,4,15427,,,,,,,,,,
episode,15477,412,50,0,timeout,2,,,4,15477,,,,,,,,,,
episode,15527,413,50,0,timeout,2,,,4,15527,,,,,,,,,,
episode,15660,414,133,3,wall,5,,,4,15660,,,,,,,,,,
episode,15765,415,105,2,wall,4,,,4,15765,,,,,,,,,,
episode,15815,416,50,0,timeout,2,,,4,15815,,,,,,,,,,
episode,15850,417,35,0,wall,2,,,4,15850,,,,,,,,,,
episode,15870,418,20,0,wall,2,,,4,15870,,,,,,,,,,
episode,15920,419,50,0,timeout,2,,,4,15920,,,,,,,,,,
episode,15970,420,50,0,timeout,2,,,4,15970,,,,,,,,,,
train,16000,420,,,,,0.39,0.2889620754122734,4,16000,,,,,,,,,,
episode,16054,421,84,1,timeout,3,,,4,16054,,,,,,,,,,
episode,16104,422,50,0,timeout,2,,,4,16104,,,,,,,,,,
episode,16154,423,50,0,timeout,2,,,4,16154,,,,,,,,,,
episode,16171,424,17,0,wall,2,,,4,16171,,,,,,,,,,
episode,16285,425,114,1,timeout,3,,,4,16285,,,,,,,,,,
episode,16335,426,50,0,timeout,2,,,4,16335,,,,,,,,,,
episode,16385,427,50,0,timeout,2,,,4,16385,,,,,,,,,,
episode,16435,428,50,0,timeout,2,,,4,16435,,,,,,,,,,
episode,16485,429,50,0,timeout,2,,,4,16485,,,,,,,,,,
episode,16535,430,50,0,timeout,2,,,4,16535,,,,,,,,,,
episode,16585,431,50,0,timeout,2,,,4,16585,,,,,,,,,,
episode,16672,432,87,1,timeout,3,,,4,16672,,,,,,,,,,
episode,16722,433,50,0,timeout,2,,,4,16722,,,,,,,,,,
episode,16830,434,108,1,timeout,3,,,4,16830,,,,,,,,,,
episode,16946,435,116,1,timeout,3,,,4,16946,,,,,,,,,,
episode,16996,436,50,0,timeout,2,,,4,16996,,,,,,,,,,
episode,17046,437,50,0,timeout,2,,,4,17046,,,,,,,,,,
episode,17060,438,14,1,wall,3,,,4,17060,,,,,,,,,,
episode,17061,439,1,0,wall,2,,,4,17061,,,,,,,,,,
episode,17111,440,50,0,timeout,2,,,4,17111,,,,,,,,,,
episode,17175,441,64,1,wall,3,,,4,17175,,,,,,,,,,
episode,17225,442,50,0,timeout,2,,,4,17225,,,,,,,,,,
episode,17226,443,1,0,wall,2,,,4,17226,,,,,,,,,,
episode,17276,444,50,0,timeout,2,,,4,17276,,,,,,,,,,
episode,17326,445,50,0,timeout,2,,,4,17326,,,,,,,,,,
episode,17334,446,8,0,wall,2,,,4,17334,,,,,,,,,,
episode,17384,447,50,0,timeout,2,,,4,17384,,,,,,,,,,
episode,17394,448,10,0,wall,2,,,4,17394,,,,,,,,,,
episode,17444,449,50,0,timeout,2,,,4,17444,,,,,,,,,,
episode,17503,450,59,3,self,5,,,4,17503,,,,,,,,,,
episode,17504,451,1,0,wall,2,,,4,17504,,,,,,,,,,
episode,17554,452,50,0,timeout,2,,,4,17554,,,,,,,,,,
episode,17556,453,2,0,wall,2,,,4,17556,,,,,,,,,,
episode,17578,454,22,0,wall,2,,,4,17578,,,,,,,,,,
episode,17628,455,50,0,timeout,2,,,4,17628,,,,,,,,,,
episode,17717,456,89,1,timeout,3,,,4,17717,,,,,,,,,,
episode,17767,457,50,0,timeout,2,,,4,17767,,,,,,,,,,
episode,17817,458,50,0,timeout,2,,,4,17817,,,,,,,,,,
episode,17867,459,50,0,timeout,2,,,4,17867,,,,,,,,,,
episode,17917,460,50,0,timeout,2,,,4,17917,,,,,,,,,,
episode,17967,461,50,0,timeout,2,,,4,17967,,,,,,,,,,
train,18000,461,,,,,0.34,0.29633641459047794,4,18000,,,,,,,,,,
episode,18017,462,50,0,timeout,2,,,4,18017,,,,,,,,,,
episode,18018,463,1,0,wall,2,,,4,18018,,,,,,,,,,
episode,18022,464,4,0,wall,2,,,4,18022,,,,,,,,,,
episode,18072,465,50,0,timeout,2,,,4,18072,,,,,,,,,,
episode,18172,466,100,1,timeout,3,,,4,18172,,,,,,,,,,
episode,18235,467,63,2,wall,4,,,4,18235,,,,,,,,,,
episode,18330,468,95,1,timeout,3,,,4,18330,,,,,,,,,,
episode,18416,469,86,1,timeout,3,,,4,18416,,,,,,,,,,
episode,18466,470,50,0,timeout,2,,,4,18466,,,,,,,,,,
episode,18554,471,88,1,timeout,3,,,4,18554,,,,,,,,,,
episode,18604,472,50,0,timeout,2,,,4,18604,,,,,,,,,,
episode,18654,473,50,0,timeout,2,,,4,18654,,,,,,,,,,
episode,18704,474,50,0,timeout,2,,,4,18704,,,,,,,,,,
episode,18808,475,104,1,timeout,3,,,4,18808,,,,,,,,,,
episode,18858,476,50,0,timeout,2,,,4,18858,,,,,,,,,,
episode,18938,477,80,1,timeout,3,,,4,18938,,,,,,,,,,
episode,18988,478,50,0,timeout,2,,,4,18988,,,,,,,,,,
episode,19038,479,50,0,timeout,2,,,4,19038,,,,,,,,,,
episode,19128,480,90,1,timeout,3,,,4,19128,,,,,,,,,,
episode,19134,481,6,0,wall,2,,,4,19134,,,,,,,,,,
episode,19184,482,50,0,timeout,2,,,4,19184,,,,,,,,,,
episode,19307,483,123,2,timeout,4,,,4,19307,,,,,,,,,,
episode,19357,484,50,0,timeout,2,,,4,19357,,,,,,,,,,
episode,19439,485,82,1,timeout,3,,,4,19439,,,,,,,,,,
episode,19489,486,50,0,timeout,2,,,4,19489,,,,,,,,,,
episode,19539,487,50,0,timeout,2,,,4,19539,,,,,,,,,,
episode,19589,488,50,0,timeout,2,,,4,19589,,,,,,,,,,
episode,19639,489,50,0,timeout,2,,,4,19639,,,,,,,,,,
episode,19820,490,181,3,self,5,,,4,19820,,,,,,,,,,
episode,19870,491,50,0,timeout,2,,,4,19870,,,,,,,,,,
episode,19966,492,96,3,self,5,,,4,19966,,,,,,,,,,
train,20000,492,,,,,0.43,0.3326765263080597,4,20000,,,,,,,,,,
eval,20000,492,,,,,,,4,,0.05000000074505806,0.0,1,-17.040800094604492,2.049999952316284,3,0,3,17,0.05000000074505806
episode,20016,493,50,0,timeout,2,,,4,20016,,,,,,,,,,
episode,20066,494,50,0,timeout,2,,,4,20066,,,,,,,,,,
episode,20116,495,50,0,timeout,2,,,4,20116,,,,,,,,,,
episode,20166,496,50,0,timeout,2,,,4,20166,,,,,,,,,,
episode,20216,497,50,0,timeout,2,,,4,20216,,,,,,,,,,
episode,20266,498,50,0,timeout,2,,,4,20266,,,,,,,,,,
episode,20358,499,92,1,timeout,3,,,4,20358,,,,,,,,,,
episode,20408,500,50,0,timeout,2,,,4,20408,,,,,,,,,,
episode,20458,501,50,0,timeout,2,,,4,20458,,,,,,,,,,
episode,20508,502,50,0,timeout,2,,,4,20508,,,,,,,,,,
episode,20558,503,50,0,timeout,2,,,4,20558,,,,,,,,,,
episode,20559,504,1,0,wall,2,,,4,20559,,,,,,,,,,
episode,20560,505,1,0,wall,2,,,4,20560,,,,,,,,,,
episode,20661,506,101,1,timeout,3,,,4,20661,,,,,,,,,,
episode,20711,507,50,0,timeout,2,,,4,20711,,,,,,,,,,
episode,20818,508,107,1,timeout,3,,,4,20818,,,,,,,,,,
episode,20934,509,116,2,timeout,4,,,4,20934,,,,,,,,,,
episode,20984,510,50,0,timeout,2,,,4,20984,,,,,,,,,,
episode,21034,511,50,0,timeout,2,,,4,21034,,,,,,,,,,
episode,21084,512,50,0,timeout,2,,,4,21084,,,,,,,,,,
episode,21134,513,50,0,timeout,2,,,4,21134,,,,,,,,,,
episode,21184,514,50,0,timeout,2,,,4,21184,,,,,,,,,,
episode,21234,515,50,0,timeout,2,,,4,21234,,,,,,,,,,
episode,21284,516,50,0,timeout,2,,,4,21284,,,,,,,,,,
episode,21334,517,50,0,timeout,2,,,4,21334,,,,,,,,,,
episode,21378,518,44,2,wall,4,,,4,21378,,,,,,,,,,
episode,21428,519,50,0,timeout,2,,,4,21428,,,,,,,,,,
episode,21478,520,50,0,timeout,2,,,4,21478,,,,,,,,,,
episode,21505,521,27,1,wall,3,,,4,21505,,,,,,,,,,
episode,21555,522,50,0,timeout,2,,,4,21555,,,,,,,,,,
episode,21603,523,48,3,self,5,,,4,21603,,,,,,,,,,
episode,21705,524,102,1,timeout,3,,,4,21705,,,,,,,,,,
episode,21755,525,50,0,timeout,2,,,4,21755,,,,,,,,,,
episode,21845,526,90,1,timeout,3,,,4,21845,,,,,,,,,,
episode,21848,527,3,0,wall,2,,,4,21848,,,,,,,,,,
episode,21898,528,50,0,timeout,2,,,4,21898,,,,,,,,,,
episode,21899,529,1,0,wall,2,,,4,21899,,,,,,,,,,
episode,21918,530,19,0,wall,2,,,4,21918,,,,,,,,,,
episode,21968,531,50,0,timeout,2,,,4,21968,,,,,,,,,,
train,22000,531,,,,,0.4,0.3831173534691334,4,22000,,,,,,,,,,
episode,22044,532,76,4,self,6,,,4,22044,,,,,,,,,,
episode,22115,533,71,3,self,5,,,4,22115,,,,,,,,,,
episode,22165,534,50,0,timeout,2,,,4,22165,,,,,,,,,,
episode,22215,535,50,0,timeout,2,,,4,22215,,,,,,,,,,
episode,22229,536,14,0,wall,2,,,4,22229,,,,,,,,,,
episode,22279,537,50,0,timeout,2,,,4,22279,,,,,,,,,,
episode,22360,538,81,1,timeout,3,,,4,22360,,,,,,,,,,
episode,22410,539,50,0,timeout,2,,,4,22410,,,,,,,,,,
episode,22572,540,162,2,timeout,4,,,4,22572,,,,,,,,,,
episode,22622,541,50,0,timeout,2,,,4,22622,,,,,,,,,,
episode,22672,542,50,0,timeout,2,,,4,22672,,,,,,,,,,
episode,22769,543,97,4,self,6,,,4,22769,,,,,,,,,,
episode,22819,544,50,0,timeout,2,,,4,22819,,,,,,,,,,
episode,22869,545,50,0,timeout,2,,,4,22869,,,,,,,,,,
episode,22919,546,50,0,timeout,2,,,4,22919,,,,,,,,,,
episode,22966,547,47,0,wall,2,,,4,22966,,,,,,,,,,
episode,23016,548,50,0,timeout,2,,,4,23016,,,,,,,,,,
episode,23066,549,50,0,timeout,2,,,4,23066,,,,,,,,,,
episode,23081,550,15,1,wall,3,,,4,23081,,,,,,,,,,
episode,23131,551,50,0,timeout,2,,,4,23131,,,,,,,,,,
episode,23280,552,149,2,timeout,4,,,4,23280,,,,,,,,,,
episode,23330,553,50,0,timeout,2,,,4,23330,,,,,,,,,,
episode,23483,554,153,3,self,5,,,4,23483,,,,,,,,,,
episode,23566,555,83,1,timeout,3,,,4,23566,,,,,,,,,,
episode,23616,556,50,0,timeout,2,,,4,23616,,,,,,,,,,
episode,23643,557,27,0,wall,2,,,4,23643,,,,,,,,,,
episode,23693,558,50,0,timeout,2,,,4,23693,,,,,,,,,,
episode,23743,559,50,0,timeout,2,,,4,23743,,,,,,,,,,
episode,23762,560,19,1,wall,3,,,4,23762,,,,,,,,,,
episode,23764,561,2,0,wall,2,,,4,23764,,,,,,,,,,
episode,23784,562,20,0,wall,2,,,4,23784,,,,,,,,,,
episode,23834,563,50,0,timeout,2,,,4,23834,,,,,,,,,,
episode,23924,564,90,1,timeout,3,,,4,23924,,,,,,,,,,
train,24000,564,,,,,0.54,0.39752757385373116,4,24000,,,,,,,,,,
episode,24047,565,123,2,timeout,4,,,4,24047,,,,,,,,,,
episode,24154,566,107,1,timeout,3,,,4,24154,,,,,,,,,,
episode,24212,567,58,3,self,5,,,4,24212,,,,,,,,,,
episode,24312,568,100,1,timeout,3,,,4,24312,,,,,,,,,,
episode,24473,569,161,2,timeout,4,,,4,24473,,,,,,,,,,
episode,24523,570,50,0,timeout,2,,,4,24523,,,,,,,,,,
episode,24573,571,50,0,timeout,2,,,4,24573,,,,,,,,,,
episode,24701,572,128,3,self,5,,,4,24701,,,,,,,,,,
episode,24789,573,88,3,self,5,,,4,24789,,,,,,,,,,
episode,24839,574,50,0,timeout,2,,,4,24839,,,,,,,,,,
episode,24905,575,66,3,self,5,,,4,24905,,,,,,,,,,
episode,24955,576,50,0,timeout,2,,,4,24955,,,,,,,,,,
episode,25005,577,50,0,timeout,2,,,4,25005,,,,,,,,,,
episode,25091,578,86,1,timeout,3,,,4,25091,,,,,,,,,,
episode,25092,579,1,0,wall,2,,,4,25092,,,,,,,,,,
episode,25142,580,50,0,timeout,2,,,4,25142,,,,,,,,,,
episode,25192,581,50,0,timeout,2,,,4,25192,,,,,,,,,,
episode,25242,582,50,0,timeout,2,,,4,25242,,,,,,,,,,
episode,25292,583,50,0,timeout,2,,,4,25292,,,,,,,,,,
episode,25342,584,50,0,timeout,2,,,4,25342,,,,,,,,,,
episode,25392,585,50,0,timeout,2,,,4,25392,,,,,,,,,,
episode,25506,586,114,1,timeout,3,,,4,25506,,,,,,,,,,
episode,25556,587,50,0,timeout,2,,,4,25556,,,,,,,,,,
episode,25558,588,2,0,wall,2,,,4,25558,,,,,,,,,,
episode,25653,589,95,1,timeout,3,,,4,25653,,,,,,,,,,
episode,25703,590,50,0,timeout,2,,,4,25703,,,,,,,,,,
episode,25805,591,102,1,timeout,3,,,4,25805,,,,,,,,,,
episode,25854,592,49,3,self,5,,,4,25854,,,,,,,,,,
episode,25904,593,50,0,timeout,2,,,4,25904,,,,,,,,,,
episode,25983,594,79,1,timeout,3,,,4,25983,,,,,,,,,,
episode,25984,595,1,0,wall,2,,,4,25984,,,,,,,,,,
train,26000,595,,,,,0.62,0.41914711728692056,4,26000,,,,,,,,,,
episode,26054,596,70,3,self,5,,,4,26054,,,,,,,,,,
episode,26104,597,50,0,timeout,2,,,4,26104,,,,,,,,,,
episode,26154,598,50,0,timeout,2,,,4,26154,,,,,,,,,,
episode,26204,599,50,0,timeout,2,,,4,26204,,,,,,,,,,
episode,26254,600,50,0,timeout,2,,,4,26254,,,,,,,,,,
episode,26304,601,50,0,timeout,2,,,4,26304,,,,,,,,,,
episode,26360,602,56,3,self,5,,,4,26360,,,,,,,,,,
episode,26464,603,104,2,wall,4,,,4,26464,,,,,,,,,,
episode,26514,604,50,0,timeout,2,,,4,26514,,,,,,,,,,
episode,26564,605,50,0,timeout,2,,,4,26564,,,,,,,,,,
episode,26593,606,29,3,self,5,,,4,26593,,,,,,,,,,
episode,26643,607,50,0,timeout,2,,,4,26643,,,,,,,,,,
episode,26693,608,50,0,timeout,2,,,4,26693,,,,,,,,,,
episode,26743,609,50,0,timeout,2,,,4,26743,,,,,,,,,,
episode,26744,610,1,0,wall,2,,,4,26744,,,,,,,,,,
episode,26854,611,110,1,timeout,3,,,4,26854,,,,,,,,,,
episode,26954,612,100,1,timeout,3,,,4,26954,,,,,,,,,,
episode,27041,613,87,1,timeout,3,,,4,27041,,,,,,,,,,
episode,27070,614,29,0,wall,2,,,4,27070,,,,,,,,,,
episode,27190,615,120,3,self,5,,,4,27190,,,,,,,,,,
episode,27283,616,93,1,timeout,3,,,4,27283,,,,,,,,,,
episode,27333,617,50,0,timeout,2,,,4,27333,,,,,,,,,,
episode,27335,618,2,0,wall,2,,,4,27335,,,,,,,,,,
episode,27423,619,88,4,self,6,,,4,27423,,,,,,,,,,
episode,27473,620,50,0,timeout,2,,,4,27473,,,,,,,,,,
episode,27523,621,50,0,timeout,2,,,4,27523,,,,,,,,,,
episode,27611,622,88,1,timeout,3,,,4,27611,,,,,,,,,,
episode,27612,623,1,0,wall,2,,,4,27612,,,,,,,,,,
episode,27662,624,50,0,timeout,2,,,4,27662,,,,,,,,,,
episode,27736,625,74,3,self,5,,,4,27736,,,,,,,,,,
episode,27786,626,50,0,timeout,2,,,4,27786,,,,,,,,,,
episode,27836,627,50,0,timeout,2,,,4,27836,,,,,,,,,,
episode,27886,628,50,0,timeout,2,,,4,27886,,,,,,,,,,
episode,27936,629,50,0,timeout,2,,,4,27936,,,,,,,,,,
train,28000,629,,,,,0.75,0.4745544868707657,4,28000,,,,,,,,,,
episode,28022,630,86,3,wall,5,,,4,28022,,,,,,,,,,
episode,28120,631,98,1,timeout,3,,,4,28120,,,,,,,,,,
episode,28211,632,91,1,timeout,3,,,4,28211,,,,,,,,,,
episode,28261,633,50,0,timeout,2,,,4,28261,,,,,,,,,,
episode,28262,634,1,0,wall,2,,,4,28262,,,,,,,,,,
episode,28367,635,105,4,self,6,,,4,28367,,,,,,,,,,
episode,28450,636,83,1,timeout,3,,,4,28450,,,,,,,,,,
episode,28500,637,50,0,timeout,2,,,4,28500,,,,,,,,,,
episode,28550,638,50,0,timeout,2,,,4,28550,,,,,,,,,,
episode,28632,639,82,1,timeout,3,,,4,28632,,,,,,,,,,
episode,28633,640,1,0,wall,2,,,4,28633,,,,,,,,,,
episode,28634,641,1,0,wall,2,,,4,28634,,,,,,,,,,
episode,28742,642,108,1,timeout,3,,,4,28742,,,,,,,,,,
episode,28792,643,50,0,timeout,2,,,4,28792,,,,,,,,,,
episode,28874,644,82,1,timeout,3,,,4,28874,,,,,,,,,,
episode,28924,645,50,0,timeout,2,,,4,28924,,,,,,,,,,
episode,28971,646,47,3,self,5,,,4,28971,,,,,,,,,,
episode,29122,647,151,2,timeout,4,,,4,29122,,,,,,,,,,
episode,29202,648,80,1,timeout,3,,,4,29202,,,,,,,,,,
episode,29310,649,108,3,self,5,,,4,29310,,,,,,,,,,
episode,29377,650,67,3,self,5,,,4,29377,,,,,,,,,,
episode,29507,651,130,4,self,6,,,4,29507,,,,,,,,,,
episode,29570,652,63,3,self,5,,,4,29570,,,,,,,,,,
episode,29620,653,50,0,timeout,2,,,4,29620,,,,,,,,,,
episode,29649,654,29,1,wall,3,,,4,29649,,,,,,,,,,
episode,29735,655,86,1,timeout,3,,,4,29735,,,,,,,,,,
episode,29800,656,65,3,self,5,,,4,29800,,,,,,,,,,
episode,29884,657,84,1,timeout,3,,,4,29884,,,,,,,,,,
episode,29981,658,97,1,timeout,3,,,4,29981,,,,,,,,,,
train,30000,658,,,,,0.93,0.5222128853201866,4,30000,,,,,,,,,,
eval,30000,658,,,,,,,4,,0.3499999940395355,0.0,3,-12.307668685913086,2.3499999046325684,5,1,1,18,0.3499999940395355
episode,30031,659,50,0,timeout,2,,,4,30031,,,,,,,,,,
episode,30081,660,50,0,timeout,2,,,4,30081,,,,,,,,,,
episode,30157,661,76,1,timeout,3,,,4,30157,,,,,,,,,,
episode,30240,662,83,3,self,5,,,4,30240,,,,,,,,,,
episode,30349,663,109,2,timeout,4,,,4,30349,,,,,,,,,,
episode,30433,664,84,1,timeout,3,,,4,30433,,,,,,,,,,
episode,30483,665,50,0,timeout,2,,,4,30483,,,,,,,,,,
episode,30533,666,50,0,timeout,2,,,4,30533,,,,,,,,,,
episode,30583,667,50,0,timeout,2,,,4,30583,,,,,,,,,,
episode,30633,668,50,0,timeout,2,,,4,30633,,,,,,,,,,
episode,30728,669,95,3,self,5,,,4,30728,,,,,,,,,,
episode,30827,670,99,1,timeout,3,,,4,30827,,,,,,,,,,
episode,30831,671,4,0,wall,2,,,4,30831,,,,,,,,,,
episode,30918,672,87,3,self,5,,,4,30918,,,,,,,,,,
episode,31028,673,110,2,timeout,4,,,4,31028,,,,,,,,,,
episode,31130,674,102,1,timeout,3,,,4,31130,,,,,,,,,,
episode,31218,675,88,1,timeout,3,,,4,31218,,,,,,,,,,
episode,31323,676,105,3,self,5,,,4,31323,,,,,,,,,,
episode,31362,677,39,2,wall,4,,,4,31362,,,,,,,,,,
episode,31412,678,50,0,timeout,2,,,4,31412,,,,,,,,,,
episode,31462,679,50,0,timeout,2,,,4,31462,,,,,,,,,,
episode,31521,680,59,3,self,5,,,4,31521,,,,,,,,,,
episode,31522,681,1,0,wall,2,,,4,31522,,,,,,,,,,
episode,31615,682,93,1,timeout,3,,,4,31615,,,,,,,,,,
episode,31617,683,2,0,wall,2,,,4,31617,,,,,,,,,,
episode,31726,684,109,2,timeout,4,,,4,31726,,,,,,,,,,
episode,31776,685,50,0,timeout,2,,,4,31776,,,,,,,,,,
episode,31860,686,84,1,timeout,3,,,4,31860,,,,,,,,,,
episode,31939,687,79,5,self,7,,,5,31939,,,,,,,,,,
episode,31989,688,50,0,timeout,2,,,5,31989,,,,,,,,,,
train,32000,688,,,,,1.06,0.5837573298811912,5,32000,,,,,,,,,,
episode,32039,689,50,0,timeout,2,,,5,32039,,,,,,,,,,
episode,32124,690,85,3,self,5,,,5,32124,,,,,,,,,,
episode,32202,691,78,1,timeout,3,,,5,32202,,,,,,,,,,
episode,32203,692,1,0,wall,2,,,5,32203,,,,,,,,,,
episode,32317,693,114,1,timeout,3,,,5,32317,,,,,,,,,,
episode,32367,694,50,0,timeout,2,,,5,32367,,,,,,,,,,
episode,32498,695,131,2,timeout,4,,,5,32498,,,,,,,,,,
episode,32511,696,13,1,wall,3,,,5,32511,,,,,,,,,,
episode,32616,697,105,1,timeout,3,,,5,32616,,,,,,,,,,
episode,32666,698,50,0,timeout,2,,,5,32666,,,,,,,,,,
episode,32776,699,110,1,timeout,3,,,5,32776,,,,,,,,,,
episode,32810,700,34,2,wall,4,,,5,32810,,,,,,,,,,
episode,32860,701,50,0,timeout,2,,,5,32860,,,,,,,,,,
episode,32944,702,84,3,self,5,,,5,32944,,,,,,,,,,
episode,32994,703,50,0,timeout,2,,,5,32994,,,,,,,,,,
episode,33071,704,77,1,timeout,3,,,5,33071,,,,,,,,,,
episode,33077,705,6,0,wall,2,,,5,33077,,,,,,,,,,
episode,33117,706,40,3,self,5,,,5,33117,,,,,,,,,,
episode,33167,707,50,0,timeout,2,,,5,33167,,,,,,,,,,
episode,33283,708,116,3,self,5,,,5,33283,,,,,,,,,,
episode,33333,709,50,0,timeout,2,,,5,33333,,,,,,,,,,
episode,33446,710,113,3,self,5,,,5,33446,,,,,,,,,,
episode,33465,711,19,3,self,5,,,5,33465,,,,,,,,,,
episode,33570,712,105,1,timeout,3,,,5,33570,,,,,,,,,,
episode,33712,713,142,2,timeout,4,,,5,33712,,,,,,,,,,
episode,33719,714,7,0,wall,2,,,5,33719,,,,,,,,,,
episode,33841,715,122,1,timeout,3,,,5,33841,,,,,,,,,,
episode,33899,716,58,2,wall,4,,,5,33899,,,,,,,,,,
episode,33949,717,50,0,timeout,2,,,5,33949,,,,,,,,,,
episode,33950,718,1,0,wall,2,,,5,33950,,,,,,,,,,
train,34000,718,,,,,1.16,0.5911385250091553,5,34000,,,,,,,,,,
episode,34011,719,61,3,self,5,,,5,34011,,,,,,,,,,
episode,34061,720,50,0,timeout,2,,,5,34061,,,,,,,,,,
episode,34144,721,83,1,timeout,3,,,5,34144,,,,,,,,,,
episode,34194,722,50,0,timeout,2,,,5,34194,,,,,,,,,,
episode,34340,723,146,5,self,7,,,5,34340,,,,,,,,,,
episode,34382,724,42,3,self,5,,,5,34382,,,,,,,,,,
episode,34412,725,30,3,self,5,,,5,34412,,,,,,,,,,
episode,34526,726,114,3,self,5,,,5,34526,,,,,,,,,,
episode,34580,727,54,3,self,5,,,5,34580,,,,,,,,,,
episode,34729,728,149,2,timeout,4,,,5,34729,,,,,,,,,,
episode,34751,729,22,0,wall,2,,,5,34751,,,,,,,,,,
episode,34801,730,50,0,timeout,2,,,5,34801,,,,,,,,,,
episode,34851,731,50,0,timeout,2,,,5,34851,,,,,,,,,,
episode,34901,732,50,0,timeout,2,,,5,34901,,,,,,,,,,
episode,35013,733,112,2,timeout,4,,,5,35013,,,,,,,,,,
episode,35063,734,50,0,timeout,2,,,5,35063,,,,,,,,,,
episode,35153,735,90,1,timeout,3,,,5,35153,,,,,,,,,,
episode,35334,736,181,2,timeout,4,,,5,35334,,,,,,,,,,
episode,35375,737,41,3,self,5,,,5,35375,,,,,,,,,,
episode,35487,738,112,3,self,5,,,5,35487,,,,,,,,,,
episode,35537,739,50,0,timeout,2,,,5,35537,,,,,,,,,,
episode,35538,740,1,0,wall,2,,,5,35538,,,,,,,,,,
episode,35618,741,80,1,timeout,3,,,5,35618,,,,,,,,,,
episode,35719,742,101,1,timeout,3,,,5,35719,,,,,,,,,,
episode,35827,743,108,2,timeout,4,,,5,35827,,,,,,,,,,
episode,35877,744,50,0,timeout,2,,,5,35877,,,,,,,,,,
episode,35936,745,59,4,self,6,,,5,35936,,,,,,,,,,
train,36000,745,,,,,1.37,0.6491062852740288,5,36000,,,,,,,,,,
episode,36034,746,98,1,timeout,3,,,5,36034,,,,,,,,,,
episode,36114,747,80,3,self,5,,,5,36114,,,,,,,,,,
episode,36155,748,41,3,self,5,,,5,36155,,,,,,,,,,
episode,36200,749,45,3,self,5,,,5,36200,,,,,,,,,,
episode,36250,750,50,0,timeout,2,,,5,36250,,,,,,,,,,
episode,36332,751,82,1,timeout,3,,,5,36332,,,,,,,,,,
episode,36448,752,116,3,self,5,,,5,36448,,,,,,,,,,
episode,36611,753,163,2,timeout,4,,,5,36611,,,,,,,,,,
episode,36612,754,1,0,wall,2,,,5,36612,,,,,,,,,,
episode,36701,755,89,4,self,6,,,5,36701,,,,,,,,,,
episode,36778,756,77,4,self,6,,,5,36778,,,,,,,,,,
episode,36828,757,50,0,timeout,2,,,5,36828,,,,,,,,,,
episode,36904,758,76,1,timeout,3,,,5,36904,,,,,,,,,,
episode,36954,759,50,0,timeout,2,,,5,36954,,,,,,,,,,
episode,37090,760,136,2,timeout,4,,,5,37090,,,,,,,,,,
episode,37140,761,50,0,timeout,2,,,5,37140,,,,,,,,,,
episode,37189,762,49,5,self,7,,,5,37189,,,,,,,,,,
episode,37322,763,133,2,timeout,4,,,5,37322,,,,,,,,,,
episode,37462,764,140,5,wall,7,,,5,37462,,,,,,,,,,
episode,37539,765,77,3,self,5,,,5,37539,,,,,,,,,,
episode,37585,766,46,3,self,5,,,5,37585,,,,,,,,,,
episode,37649,767,64,3,wall,5,,,5,37649,,,,,,,,,,
